Sector: Non - Ferrous Metals,
Date: 29-Jul-2023,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: anjanr@wealthwisers.in,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),Year Ending,Net Sales (Rs. Cr.),Profit After Tax(Rs. Cr.),TTM Statement,TTM Ending,Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Maan Aluminium Ltd.,MAANALU,Aluminium & Aluminium Products,525.7,1,2023-03,55.26,578.53,2023-03,813.85,49.97,1,2023-03,10.52,0.21,3.66,0.42,46.56,43,"MAANALU,"
MMP Industries Ltd.,MMP,Aluminium & Aluminium Products,519.99,2,2023-03,57.56,575.51,2022-03,448.26,24.39,2,2023-03,24.39,1.34,2.02,0.22,10.91,13.65,"MMP,"
Pondy Oxides & Chemicals Ltd.,POCL,Metal - Non Ferrous,486.85,1,2023-03,147.03,633.09,2022-03,1454.8,48.25,2,2023-03,6.38,0.47,1.82,0.51,26.12,23.48,"POCL,"
Euro Panel Products Ltd.,EUROBOND,Aluminium & Aluminium Products,307.23,1,2023-03,52.13,353.57,2022-03,216.25,13.18,1,2023-03,30.49,,3.06,0.29,21.02,26.41,"EUROBOND,"
PG Foils Ltd.,526747,Aluminium & Aluminium Products,275.35,1,2023-03,128.27,389.28,2022-03,394.54,46.56,1,2023-03,0,0,0.91,1.07,22.02,15.71,"526747,"
Nile Ltd.,530129,Metal - Non Ferrous,243.17,2,2023-03,15.22,258.39,2022-03,702.48,23.84,2,2023-03,10.78,,1.22,0.27,14.38,16.8,"530129,"
Shera Energy Ltd.,SHERA,Metal - Non Ferrous,226.17,2,2023-03,48.64,265.29,2022-03,523.82,7,1,2023-03,48.58,,2.23,1.78,10.97,16.8,"SHERA,"
Bhagyanagar India Ltd.,BHAGYANGR,Metal - Non Ferrous,179.04,2,2023-03,220.07,397.96,2022-03,1573.63,11.08,2,2023-03,17.67,5.37,1.21,1.3,8.4,8.45,"BHAGYANGR,"
Manaksia Aluminium Company Ltd.,MANAKALUCO,Aluminium & Aluminium Products,167.57,1,2023-03,144.33,294.51,2022-03,436.22,7.46,1,2023-03,18.9,0.68,1.34,1.09,6.63,9.48,"MANAKALUCO,"
Pocl Enterprises Ltd.,539195,Metal - Non Ferrous,99.36,1,2023-03,90.06,186.59,2022-03,497.83,3.37,1,2023-03,7.71,0.09,1.93,2.21,9.12,8.65,"539195,"
Madhav Copper Ltd.,MCL,Metal - Non Ferrous,88.49,1,2023-03,1.21,89.48,2022-03,122.25,-2.44,1,2023-03,0,,2.22,0.17,-5.37,-1.7,"MCL,"
Shalimar Wires Industries Ltd.,532455,Metal - Non Ferrous,85.77,1,2023-03,90.96,173.17,2023-03,120.8,6.53,1,2023-03,13.14,0.85,2.63,2.79,22.22,18.46,"532455,"
Century Extrusions Ltd.,CENTEXT,Aluminium & Aluminium Products,81.84,1,2023-03,46.69,117.86,2023-03,372.01,5.97,1,2023-03,13.71,0.92,1.26,0.72,9.6,16.31,"CENTEXT,"
Precision Metaliks Ltd.,PRECISION,Metal - Non Ferrous,67.15,1,2023-03,4.45,71.6,2022-03,125.6,3.46,1,2023-03,9.45,,1.65,0,12.33,15.29,"PRECISION,"
Cubex Tubings Ltd.,CUBEXTUB,Metal - Non Ferrous,59.38,1,2023-03,12.94,71.46,2023-03,191.05,2.65,1,2023-03,22.43,0.48,0.92,0.2,4.18,6.74,"CUBEXTUB,"
Bonlon Industries Ltd.,543211,Metal - Non Ferrous,39.36,1,2023-03,14.67,53.74,2022-03,387.79,2.14,1,2023-03,23.36,0.35,0.51,0.21,2.9,4.59,"543211,"
Baroda Extrusion Ltd.,513502,Metal - Non Ferrous,38.6,1,2023-03,53.11,91.71,2022-03,108.12,1.38,1,2023-03,0,0,-1.01,-1.44,0,9.83,"513502,"
Sacheta Metals Ltd.,531869,Aluminium & Aluminium Products,37.67,1,2023-03,22.81,60.48,2022-03,90.69,2.22,1,2023-03,18.28,0.61,1.01,0.68,6.47,7.05,"531869,"
Sagardeep Alloys Ltd.,SAGARDEEP,Metal - Non Ferrous,36.33,2,2023-03,6.17,42.28,2022-03,90.68,0.51,2,2023-03,66.42,7.81,1.32,0.5,1.98,5.2,"SAGARDEEP,"
Poojawestern Metaliks Ltd.,540727,Metal - Non Ferrous,31.48,2,2023-03,14.18,45.66,2022-03,20.82,0.77,2,2023-03,29.55,,2.56,1.12,7.13,7.53,"540727,"
Southern Magnesium & Chemicals Ltd.,513498,Metal - Non Ferrous,27.45,1,2023-03,0.19,23.03,2022-03,2.34,0.4,1,2023-03,7.78,,4.29,0.4,15.03,14.42,"513498,"
B.C. Power Controls Ltd.,537766,Metal - Non Ferrous,26.38,1,2023-03,,25.23,2022-03,106.41,1.57,1,2023-03,37.91,2.69,0.66,0.02,4.87,5.87,"537766,"
Hind Aluminium Industries Ltd.,531979,Aluminium & Aluminium Products,23.18,2,2023-03,2.04,23.31,2022-03,24.3,-7.88,2,2023-03,3.37,,0.35,0.38,-13.79,-3.61,"531979,"
Palco Metals Ltd.,539121,Aluminium & Aluminium Products,22,1,2023-03,,15.41,2021-03,,0.01,2,2023-03,14.28,0.95,1.4,0.25,0.09,0.1,"539121,"
Nirav Commercials Ltd.,512425,Aluminium & Aluminium Products,18.35,1,2023-03,,18.35,2022-03,11.09,1.44,1,2023-03,27.38,0.94,0.73,0,5.21,2.58,"512425,"
Bothra Metals & Alloys Ltd.,535279,Aluminium & Aluminium Products,10.83,1,2023-03,22.07,32.9,2022-03,0.14,-1.27,1,2023-03,0,,0.6,3.04,-6.82,-1.73,"535279,"
ND Metal Industries Ltd.,512024,Metal - Non Ferrous,9.31,1,2023-03,0.5,9.79,2020-03,3.95,-0.44,1,2023-03,50.34,,2.5,1.87,-10.72,-4.07,"512024,"
Golkonda Aluminium Extrusions Ltd.,513309,Aluminium & Aluminium Products,8.06,1,2023-03,,8.06,2022-03,0.43,0.52,1,2023-03,0,0,1.21,0,7.88,7.91,"513309,"
ABC Gas (International) Ltd.,513119,Metal - Non Ferrous,7.52,1,2023-03,0.58,8.09,2022-03,1.54,0.25,1,2023-03,3.6,,2.03,0.07,16.85,16.56,"513119,"
RCI Industries & Technologies Ltd.,537254,Metal - Non Ferrous,5.03,2,2022-09,235.42,238.69,2022-03,59.68,-71.66,1,2022-09,0,,-0.04,-1.92,0,-48.34,"537254,"
Starlit Power Systems Ltd.,538733,Metal - Non Ferrous,4.89,1,2022-12,42.37,47.26,2022-03,8.51,-2.33,1,2022-12,0,0,-0.28,-2.73,0,-3.31,"538733,"
Sudal Industries Ltd.,506003,Aluminium & Aluminium Products,3.82,1,2023-03,,3.82,2022-03,128.94,-9.61,1,2023-03,0,,-0.04,-0.4,0,0,"506003,"
Galada Power & Telecommunication Ltd.,504697,Aluminium & Aluminium Products,1.36,1,2023-03,53.51,54.87,2022-03,,-2.21,1,2023-03,0,0,-0.02,-0.77,0,0,"504697,"
Gujarat Foils Ltd.,531410,Aluminium & Aluminium Products,1.08,1,2019-03,,1.08,2018-03,216.13,-384.32,1,2019-06,0,,0,-0.88,0,-245.23,"531410,"
