Sector: Agriculture,
Date: 29-Jul-2023,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: anjanr@wealthwisers.in,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),Year Ending,Net Sales (Rs. Cr.),Profit After Tax(Rs. Cr.),TTM Statement,TTM Ending,Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Shree Ganesh Bio-Tech (India) Ltd.,539470,Agriculture,40.66,1,2023-03,,40.66,2022-03,72.64,2.53,1,2023-03,19.96,,0.65,0,4.28,5.92,"539470,"
Lead Reclaim And Rubber Products Ltd.,LRRPL,Rubber  Products,39.06,1,2023-03,2.65,41.71,2022-03,10.3,0.48,1,2023-03,47.23,,3.04,0.93,29.03,20.44,"LRRPL,"
Indong Tea Company Ltd.,543769,Tea/Coffee,38.03,1,2023-03,8.59,42.54,2022-03,19.49,1.32,1,2023-03,33.8,,1.76,1.11,46.23,16.26,"543769,"
Kanco Tea & Industries Ltd.,541005,Tea/Coffee,37.66,2,2023-03,31.57,54.57,2023-03,105.84,8.74,2,2023-03,4.45,0.05,0.51,0.41,11.96,10.49,"541005,"
Apis India Ltd.,506166,Agriculture,37.24,2,2023-03,71.57,108.81,2022-03,295.25,5.32,2,2022-12,2.11,,0.38,1.14,6,9.02,"506166,"
Dhampure Speciality Sugars Ltd.,531923,Sugar,36.09,2,2023-03,,36.09,2022-03,23.76,0.42,2,2023-03,17.55,,1.4,0,1.77,1.86,"531923,"
Diana Tea Company Ltd.,530959,Tea/Coffee,35.14,1,2022-09,27.87,54.86,2022-03,75.17,7.32,1,2022-12,0,0,0.55,0.34,13.32,13.27,"530959,"
Dharani Sugars & Chemicals Ltd.,DHARSUGAR,Sugar,28.65,1,2023-03,539.22,567.88,2022-03,39.67,-40.2,1,2023-03,0,,-0.14,-3.21,0,-10.35,"DHARSUGAR,"
Tyroon Tea Company Ltd.,526945,Tea/Coffee,28.54,1,2023-03,6.52,34.86,2022-03,39.33,7.13,1,2023-03,8.12,0.05,0.83,0.12,25.68,26.76,"526945,"
Gayatri Rubbers and Chemicals Ltd.,GRCL,Rubber  Products,28.46,1,,,28.46,-0,,,1,2023-03,31.21,,4.96,,,,"GRCL,"
Continental Seeds and Chemicals Ltd.,CONTI,Agriculture,27.46,1,2023-03,5.54,32.99,2022-03,97.89,0.19,1,2023-03,0,,2.24,0.46,1.54,4.29,"CONTI,"
Transchem Ltd.,500422,Agriculture,27.38,1,2023-03,0,-7.12,2023-03,,1.24,1,2023-03,22.13,0.89,0.42,0,1.87,3.79,"500422,"
Unique Organics Ltd.,530997,Solvent  Extraction,27.35,1,2023-03,8.92,36.27,2022-03,95.92,0.02,1,2023-03,7.15,0.48,1.69,0.96,0.16,3.21,"530997,"
Narmada Agrobase Ltd.,NARMADA,Agriculture,26.56,1,2023-03,10.07,36.63,2022-03,34.97,0.55,1,2023-03,40.73,3.25,1.67,0.63,3.64,6.6,"NARMADA,"
Khaitan (India) Ltd.,KHAITANLTD,Sugar,26.53,1,2023-03,10.24,33.27,2022-03,52.26,-3.29,1,2023-03,39.08,,1.42,0.88,-17.46,-0.75,"KHAITANLTD,"
Ravalgaon Sugar Farm Ltd.,507300,Sugar,24.04,1,2023-03,11.99,36.04,2022-03,7.45,1.95,1,2023-06,0,0,14.12,2.25,49.19,22.3,"507300,"
Rex Sealing and Packing Industries Ltd.,543744,Rubber  Products,22.42,1,2023-03,1.11,23.53,2022-03,21.08,0.55,1,2023-03,70.73,,1.79,0.46,6.85,9.33,"543744,"
Shanti Overseas (India) Ltd.,SHANTI,Solvent  Extraction,18.1,2,2023-03,1.02,17.36,2022-03,202.81,3.1,2,2023-03,0,,1.17,0.46,10.1,9.6,"SHANTI,"
Eastern Treads Ltd.,531346,Rubber  Products,17.52,2,2023-03,30.9,47.14,2022-03,72.28,-9.68,1,2023-03,0,,-1.57,-8.56,-1222.62,-19.36,"531346,"
MPDL Ltd.,532723,Sugar,17,2,2022-09,37.51,51.57,2022-03,7.56,-2.49,1,2022-12,0,,0.35,1.07,-4.14,-2.15,"532723,"
Cochin Malabar Estates & Industries Ltd.,508571,Rubber  Products,16.64,1,2023-03,4.6,21.24,2022-03,,-0.59,1,2023-03,0,,-4.86,-1.42,0,-13.37,"508571,"
Prima Industries Ltd.,531246,Solvent  Extraction,15.05,1,2023-03,1.53,16.59,2022-03,17.28,1.52,1,2023-03,33.75,4.29,1.49,0.06,17.86,9.24,"531246,"
Tijaria Polypipes Ltd.,TIJARIA,Rubber  Products,15.03,1,2023-03,76.37,89.61,2022-03,54.88,-21.7,1,2023-03,0,,-0.62,-4.7,0,-20.87,"TIJARIA,"
Octavius Plantations Ltd.,542938,Tea/Coffee,15,1,2023-03,1.53,16.53,2022-03,17.71,2.16,1,2023-03,7.92,0.45,0.92,0.24,16.18,16.5,"542938,"
BKV Industries Ltd.,519500,Aquaculture,13.41,1,2023-03,,13.19,2022-03,0.7,0.17,1,2023-03,62.08,0.59,25.91,0.13,72.86,57.89,"519500,"
Shree Hanuman Sugar & Industries Ltd.,537709,Sugar,9.71,1,2023-03,55.64,65.35,2022-03,,-59.76,1,2023-03,0,,0.94,3.06,-121.63,-57.62,"537709,"
Vamshi Rubber Ltd.,530369,Rubber  Products,9.47,1,2023-03,20.46,29.68,2022-03,70.01,0.03,1,2023-03,100.69,,0.73,1.82,0.23,6.44,"530369,"
Tarai Foods Ltd.,519285,Agriculture,9.01,1,2023-03,2.78,11.79,2022-03,2.99,-0.45,1,2023-03,0,,0.41,-1.5,0,-40.75,"519285,"
Norben Tea & Exports Ltd.,NORBTEAEXP,Tea/Coffee,8.88,1,2023-03,9.05,17.68,2023-03,7.78,0.21,1,2023-03,41.93,0.97,0.6,0.61,1.44,5.04,"NORBTEAEXP,"
Flora Corporation Ltd.,540267,Aquaculture,8.72,1,2023-03,,8.72,2022-03,36.68,0.04,1,2023-03,97.94,1.38,2.01,0,0.86,0.74,"540267,"
Riga Sugar Company Ltd.,507508,Sugar,7.58,1,2021-09,97.69,104.61,2021-03,79.14,-47.37,1,2021-12,0,,-0.05,-0.66,0,0,"507508,"
Retro Green Revolution Ltd.,519191,Tea/Coffee,7.47,1,2023-03,0.33,7.8,2022-03,1.42,0.48,1,2023-03,17.59,0.13,0.86,0,12.53,12.26,"519191,"
PAOS Industries Ltd,530291,Solvent  Extraction,7.41,2,2023-03,16.06,23.46,2022-03,,-0.31,2,2023-03,0,,-0.46,-1,0,-152.17,"530291,"
SC Agrotech Ltd.,526081,Agriculture,7.26,1,2023-03,0,7.16,2022-03,0.27,0.01,1,2023-03,3.65,,3.08,0,2.9,2.33,"526081,"
Genomic Valley Biotech Ltd.,539206,Agriculture,6.64,1,2023-03,,6.64,2022-03,0.07,-0.01,1,2023-03,10.26,,1.88,0,-0.25,0.93,"539206,"
Bangalore Fort Farms Ltd.,539120,Agriculture,6.38,1,2023-03,3.24,9.49,2022-03,22.36,0.15,1,2023-03,37.77,0.15,0.86,0.53,2.02,6.29,"539120,"
Oswal Overseas Ltd.,531065,Sugar,5.75,1,2023-03,18.55,22.16,2022-03,169.48,0.09,1,2023-03,7.71,0.43,0.33,2.36,1.35,7.79,"531065,"
Jayatma Enterprises Ltd.,539005,Agriculture,5.15,1,2023-03,0.25,5.4,2022-03,0.55,0.29,1,2023-03,14.23,1.93,0.76,0.06,4.66,6.58,"539005,"
Asian Warehousing Ltd.,543927,Agriculture,4.89,1,2023-03,7.7,12.59,2023-03,1.83,0.17,1,2023-03,28.44,,1.51,2.48,5.71,10.13,"543927,"
