Sector: Plastic Products,
Date: 29-Jul-2023,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: anjanr@wealthwisers.in,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),Year Ending,Net Sales (Rs. Cr.),Profit After Tax(Rs. Cr.),TTM Statement,TTM Ending,Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Ddev Plastiks Industries Ltd.,543547,Plastic Products,1969.16,1,2023-03,55.77,2024.93,2022-03,2226.9,54.78,1,2023-03,18.92,,3.98,0.34,28.64,44.67,"543547,"
Huhtamaki India Ltd.,HUHTAMAKI,Plastic Products,1964.7,1,2023-06,372.67,2285.8,2022-12,2982.92,49.64,1,2023-06,29.4,,2.48,0.48,6.8,8.14,"HUHTAMAKI,"
Xpro India Ltd.,XPROINDIA,Plastic Products,1720.3,2,2023-03,36.05,1726.18,2023-03,510.97,45.36,2,2023-03,37.92,0.88,5.26,0.18,26.93,25.22,"XPROINDIA,"
Cosmo First Ltd.,COSMOFIRST,Plastic Products,1625.12,2,2023-03,889.85,2468.91,2023-03,3065.29,243.99,2,2023-03,6.72,0.22,1.28,0.69,19.76,17.16,"COSMOFIRST,"
Shaily Engineering Plastics Ltd.,SHAILY,Plastic Products,1234.02,2,2023-03,185.78,1396.76,2022-03,567.71,35.27,2,2023-03,35.13,,3.08,0.47,9.61,11.98,"SHAILY,"
Ester Industries Ltd.,ESTER,Plastic Products,907.32,2,2023-03,815.7,1671.29,2022-03,1405.66,136.71,2,2023-03,6.7,0.07,1.23,1.03,24.13,21.34,"ESTER,"
Wim Plast Ltd.,526586,Plastic Products,594.05,2,2023-03,0,587.43,2023-03,330.62,41.82,2,2023-03,14.39,,1.35,0,9.77,13.01,"526586,"
Cool Caps Industries Ltd.,COOLCAPS,Plastic Products,572.22,2,2022-03,37.77,609.22,2022-03,52.9,3.57,1,2023-03,116.59,,18.11,1.25,15.26,12.76,"COOLCAPS,"
Kriti Industries (India) Ltd.,KRITI,Plastic Products,563.5,2,2023-03,117.19,667.57,2022-03,544.74,14.28,2,2023-06,0,0,4.13,0.62,9.9,14.43,"KRITI,"
Nahar Poly Films Ltd.,NAHARPOLY,Plastic Products,557.53,2,2023-03,163.48,687.81,2022-03,488.94,85.7,2,2023-03,13.01,0.33,0.72,0.19,11.92,14.05,"NAHARPOLY,"
Shri Jagdamba Polymers Ltd.,512453,Plastic Products,547.07,1,2023-03,19.16,566.23,2022-03,369.05,51.16,1,2023-03,18.2,0.33,2.57,0.21,32.34,35.75,"512453,"
Waaree Technologies Ltd.,539337,Plastic Products,466.21,1,2023-03,3.05,469.26,2022-03,13.13,0.19,1,2023-03,0,0,41.48,0,2.34,3.6,"539337,"
Shish Industries Ltd.,540693,Plastic Products,465.17,2,2023-03,9.3,463.49,2023-03,68.54,6.78,2,2023-06,68.42,,3.55,0.27,25.93,28.26,"540693,"
Prakash Pipes Ltd.,PPL,Plastic Products,442.49,1,2023-03,9.58,331.04,2022-03,616.75,46.8,1,2023-03,6.21,,1.59,0.02,21.93,32.12,"PPL,"
Hitech Corporation Ltd.,HITECHCORP,Plastic Products,410.5,1,2023-03,61.18,469.12,2023-03,558.67,28.33,1,2023-03,14.49,0.56,1.69,0.25,12.31,16.56,"HITECHCORP,"
HCP Plastene Bulkpack Ltd.,526717,Plastic Products,344.05,2,2023-03,122.38,466.43,2022-03,112.2,-2.45,2,2023-03,489.56,,7.44,4.24,-9.43,1.04,"526717,"
Essen Speciality Films Ltd.,ESFL,Plastic Products,326.94,1,2023-03,6.57,328.17,2023-03,118.61,13.37,1,2023-03,24.45,,2.17,0.08,16.94,17.8,"ESFL,"
TPL Plastech Ltd.,TPLPLASTEH,Plastic Products,323.95,1,2023-03,37.71,356.86,2022-03,228.68,13.3,1,2023-03,20.2,6.03,2.81,0.17,13.68,18.56,"TPLPLASTEH,"
Caprihans India Ltd.,509486,Plastic Products,289.08,1,2023-03,653.53,929.14,2022-03,392.89,16.79,1,2023-03,4.03,0.23,0.54,0,10.03,14.11,"509486,"
Dhabriya Polywood Ltd.,538715,Plastic Products,277.32,2,2023-03,57.04,334.36,2022-03,133.64,5.09,2,2023-03,33.15,59.78,4.09,0.89,8.83,9.78,"538715,"
OK Play India Ltd.,526415,Plastic Products,266.28,2,2023-03,106.38,372.65,2022-03,101.15,-7.72,2,2023-03,0,,4.9,3.58,-17.89,1.45,"526415,"
Sah Polymers Ltd.,SAH,Plastic Products,257.06,2,2023-03,25.05,260.59,2023-03,95.4,3.76,2,2023-03,75.27,0.55,3.04,0.3,6.92,9.3,"SAH,"
Kanpur Plastipack Ltd.,KANPRPLA,Plastic Products,250.2,2,2023-03,165.63,412.16,2022-03,625.07,26.2,2,2023-03,69.5,,1.4,1.02,15.57,15.12,"KANPRPLA,"
Shree Rama Multi-Tech Ltd.,532310,Plastic Products,240.08,1,2023-03,82.27,321.35,2022-03,150.31,-4.92,1,2023-03,47.59,,2.62,3.37,-19.04,-4.25,"532310,"
Commercial Syn Bags Ltd.,539986,Plastic Products,234.8,2,2023-03,68.35,298.35,2022-03,322.55,18.31,2,2023-03,29.64,,1.99,0.75,20.18,16.27,"539986,"
Mitsu Chem Plast Ltd.,540078,Plastic Products,219.24,1,2023-03,77.09,296.22,2022-03,257.72,11.5,1,2023-03,18.57,0.51,3.51,1.32,25.4,19.85,"540078,"
PIL ITALICA Lifestyle Ltd.,PILITA,Plastic Products,216.2,1,2023-03,11.18,224.91,2023-03,85.31,3.04,1,2023-06,53.7,,3.06,0.16,4.47,6.29,"PILITA,"
Premier Polyfilm Ltd.,PREMIERPOL,Plastic Products,213.67,1,2023-03,10.04,223.71,2022-03,212.84,9.78,1,2023-06,14.98,0.68,3.15,0.46,16.68,19.18,"PREMIERPOL,"
Kaka Industries Ltd.,543939,Plastic Products,199.41,2,2023-03,40.14,232.39,2023-03,158.5,7.18,1,2022-03,40.07,,4.85,2.05,36.72,21.05,"543939,"
RDB Rasayans Ltd.,533608,Plastic Products,194.6,1,2023-03,,163.27,2022-03,123.01,22.05,1,2023-03,7.99,0.26,1.2,0.03,17.38,20.75,"533608,"
Prima Plastics Ltd.,530589,Plastic Products,186.46,2,2023-03,45.24,224.51,2023-03,191.73,16.8,2,2023-03,11.74,1.08,1.37,0.33,13.16,13.79,"530589,"
Rajshree Polypack Ltd.,RPPL,Plastic Products,181.18,1,2023-03,73.94,246.26,2022-03,198.56,9.57,1,2023-03,16.66,10.84,1.39,0.33,8.58,11.47,"RPPL,"
Bilcare Ltd.,526853,Plastic Products,173.72,2,2023-03,635.54,809.26,2022-03,844.7,-4.36,2,2023-03,11.54,0.99,0.4,9.18,-5.4,8.46,"526853,"
Texmo Pipes And Products Ltd.,TEXMOPIPES,Plastic Products,167.05,2,2023-03,17.98,176.36,2022-03,564.42,14.23,2,2023-03,0,0,1.36,0.14,8.34,14.28,"TEXMOPIPES,"
Emmbi Industries Ltd.,EMMBI,Plastic Products,162.56,1,2023-03,146.85,307.81,2023-03,371.08,8.27,1,2023-03,19.67,,1.01,0.91,5.26,9.15,"EMMBI,"
GM Polyplast Ltd.,543239,Plastic Products,150.88,1,2023-03,1.97,152.85,2022-03,73.87,4.19,1,2023-03,30.67,,10.3,0.04,22.76,29.97,"543239,"
Srivasavi Adhesive Tapes Ltd.,SRIVASAVI,Plastic Products,134.94,1,2023-03,1.69,136.63,2022-03,63.43,3.7,1,2023-03,37.31,0.53,3.81,0.56,41.43,38.11,"SRIVASAVI,"
Kaiser Corporation Ltd.,531780,Plastic Products,128.55,2,2023-03,10.24,137.68,2022-03,33.05,0.98,2,2023-03,934.21,29.51,18.52,0.85,14.89,17.96,"531780,"
AMD Industries Ltd.,AMDIND,Plastic Products,127.59,1,2023-03,102.99,213.59,2022-03,209.64,8.2,1,2023-03,6.64,0.21,0.81,0.62,6.03,9.08,"AMDIND,"
Shree Tirupati Balajee FIBC Ltd.,TIRUPATI,Plastic Products,126.63,2,2023-03,47.57,174.19,2022-03,197.76,7,1,2023-03,13.51,,2.31,0.88,13.67,11.81,"TIRUPATI,"
Pressure Sensitive Systems (India) Ltd.,526773,Plastic Products,122.84,1,2023-03,,122.84,2022-03,,-0.1,1,2023-03,0,,11.37,0.83,-0.94,-0.51,"526773,"
Kkalpana lndustries (India) Ltd.,526409,Plastic Products,115.15,2,2023-03,46.13,161.28,2022-03,40.16,5.02,2,2023-03,77.14,,3.31,0.56,2.5,1.11,"526409,"
Avro India Ltd.,AVROIND,Plastic Products,114.29,1,2023-03,11.58,125.87,2022-03,64.74,2.98,1,2023-03,27.53,0.32,6.13,0.53,22.89,22.94,"AVROIND,"
National Plastic Technologies Ltd.,531287,Plastic Products,110.6,1,2023-03,51.46,161.57,2022-03,133.41,3.63,1,2023-06,16.36,0.41,2.95,1.97,13.16,11.53,"531287,"
Tainwala Chemicals & Plastics (India) Ltd.,TAINWALCHM,Plastic Products,110.54,1,2023-03,,109.69,2022-03,7.72,0.37,1,2023-03,33.68,,1.12,0,0.39,0.76,"TAINWALCHM,"
Bright Brothers Ltd.,526731,Plastic Products,102.84,1,2023-03,17.23,117.24,2022-03,230.25,31.96,1,2023-03,0,,1.41,0.16,49.89,53.9,"526731,"
Captain Polyplast Ltd.,536974,Plastic Products,100.91,2,2023-03,80.64,176.97,2022-03,185.17,2.76,2,2023-03,17.85,,1.39,1.26,4.3,9.25,"536974,"
Hindustan Adhesives Ltd.,514428,Plastic Products,97.87,1,2023-03,66.4,163.08,2022-03,449.08,12.52,2,2023-03,20.17,0.98,1.64,1.47,25.52,20.19,"514428,"
Tokyo Plast International Ltd.,TOKYOPLAST,Plastic Products,97.07,2,2023-03,11.09,108.16,2022-03,79.93,-0.15,1,2023-06,0,,1.65,0.26,-0.27,1.53,"TOKYOPLAST,"
Sintex Plastics Technology Ltd.,SPTL,Plastic Products,81.43,2,2023-03,140.58,222.01,2022-03,953.56,-427.86,1,2023-03,0,,-0.36,46.65,-97.91,-12.44,"SPTL,"
Dutron Polymers Ltd.,517437,Plastic Products,73.53,1,2023-03,9.64,81.44,2023-03,131.91,2.58,1,2023-03,28.49,3.91,2.98,0.39,10.86,13.72,"517437,"
Clara Industries Ltd.,543435,Plastic Products,71.11,1,2023-03,4.11,75.22,2022-03,3.65,1.05,1,2023-03,18.03,,2.13,0.14,19.45,23.71,"543435,"
REX Pipes and Cables Industries Ltd.,REXPIPES,Plastic Products,67.25,1,2023-03,24.81,89.08,2023-03,117.64,3.62,1,2023-03,18.6,0.8,2.93,1.08,17.1,15.39,"REXPIPES,"
Orient Press Ltd.,ORIENTLTD,Plastic Products,67.17,1,2023-03,69.41,134.16,2022-03,159.38,-3.6,1,2023-03,0,,0.97,0.79,-4.85,0.55,"ORIENTLTD,"
Duropack Ltd.,526355,Plastic Products,55.6,1,2023-03,,55.6,2022-03,24.1,1.31,1,2023-03,25.97,1.31,3.68,0,10.5,14.21,"526355,"
National Plastic Industries Ltd.,526616,Plastic Products,52.14,1,2023-03,36.93,88.88,2023-03,112,4.34,1,2023-03,12.01,2.02,1.44,1.02,12.73,12.69,"526616,"
Polyspin Exports Ltd.,539354,Plastic Products,50.84,2,2023-03,69.94,109.22,2022-03,276.97,9,2,2023-03,9.49,0.43,0.85,1.39,17.33,14.3,"539354,"
Jain Irrigation Systems Ltd. (DVR),JISLDVREQS,Plastic Products,47.41,1,,,47.41,-0,,,1,2016-03,0.67,,,,,,"JISLDVREQS,"
Ecoplast Ltd.,526703,Plastic Products,46.62,2,2023-03,1.05,45.02,2022-03,94.18,-1.75,2,2023-03,10.49,,1.4,0.46,-5.69,-3.61,"526703,"
Technopack Polymers Ltd.,543656,Plastic Products,45.91,1,2023-03,1.7,47.61,2022-03,9.98,2.11,1,2023-03,19.38,,2.71,1.3,106.99,52.44,"543656,"
Kisan Mouldings Ltd.,530145,Plastic Products,43.34,2,2023-03,194.84,236.54,2022-03,307.17,-85.09,2,2023-03,0,,-0.68,-24.67,-257.03,-21.14,"530145,"
Vinyoflex Ltd.,530401,Plastic Products,42.91,1,2023-03,5.19,48.1,2022-03,42.79,2.03,1,2023-03,12.38,3.33,1.62,0.32,9.21,10.81,"530401,"
Pearl Polymers Ltd.,PEARLPOLY,Plastic Products,39.97,1,2023-03,0.23,40.2,2022-03,13.99,21.84,1,2023-03,0,0,1.05,0.01,62.31,56.89,"PEARLPOLY,"
Axel Polymers Ltd.,513642,Plastic Products,39.59,1,2023-03,25.19,64.78,2022-03,72.91,0.92,1,2023-03,33.41,0.99,2.93,2.1,12.62,17,"513642,"
Innovative Tech Pack Ltd.,523840,Plastic Products,38.75,1,2023-03,33.39,68.62,2022-03,158.04,-7.45,1,2023-03,0,,1.14,1.06,-19.08,0.86,"523840,"
Mega Flex Plastics Ltd.,MEGAFLEX,Plastic Products,38.14,1,2023-03,,38.14,2022-03,46.47,2.66,1,2023-03,17.74,,0.79,0,8.95,12.52,"MEGAFLEX,"
Sonal Adhesives Ltd.,526901,Plastic Products,38.03,1,2023-03,5.22,42.25,2022-03,58.65,5.61,1,2023-03,16.8,0.55,7.12,0.75,0,63.73,"526901,"
Gujarat Craft Industries Ltd.,526965,Plastic Products,36.61,1,2023-03,32.99,67.21,2022-03,170.8,7.58,1,2023-03,10.54,0.24,0.99,1.07,25.07,19.35,"526965,"
Kshitij Polyline Ltd.,KSHITIJPOL,Plastic Products,34.95,1,2023-03,18.55,53.5,2022-03,39.04,0.42,1,2023-03,76.98,9.18,1.85,0.94,2.28,7.7,"KSHITIJPOL,"
Amco India Ltd.,530133,Plastic Products,24.66,1,2023-03,15.11,38.83,2022-03,156.22,4.05,1,2023-03,43.34,2.25,0.71,0.49,12.59,14.35,"530133,"
Command Polymers Ltd.,543843,Plastic Products,23.82,1,2023-03,7.92,31.74,2022-03,19.47,0.3,1,2023-03,56.57,,1.95,0.71,3.17,6.78,"543843,"
Jumbo Bag Ltd.,516078,Plastic Products,22.61,1,2023-03,40.67,60.13,2023-03,111.24,1.47,1,2023-03,15.37,1.49,1.14,2,7.62,8.91,"516078,"
Gujarat Petrosynthese Ltd.,506858,Plastic Products,21.55,2,2023-03,,21.55,2022-03,30.02,0.98,1,2023-03,15.56,0.86,0.46,0,2.17,4.44,"506858,"
A And M Jumbo Bags Ltd.,AMJUMBO,Plastic Products,21.37,1,2023-03,6.67,28.04,2021-03,2.69,0.03,1,2022-03,0,0,1.99,0.63,0.37,3.19,"AMJUMBO,"
Rishi Techtex Ltd.,523021,Plastic Products,21.04,1,2023-03,23.52,43.76,2022-03,100.86,1.32,1,2023-03,18.91,,0.69,0.79,4.59,8.65,"523021,"
Quality RO Industries Ltd.,543460,Plastic Products,19.38,1,2023-03,2.41,21.79,2022-03,0.97,0.15,1,2023-03,0,,2.36,0.6,3.81,2.01,"543460,"
MPL Plastics Ltd.,526143,Plastic Products,18.88,1,2023-03,1.15,18.92,2022-03,,163.36,1,2023-03,4.58,,-1.56,-0.05,0,0,"526143,"
Raj Packaging Industries Ltd.,530111,Plastic Products,17.52,1,2023-03,3.79,21.07,2022-03,50.67,2.05,1,2023-03,0,0,1.19,0.52,14.27,15.04,"530111,"
Sudev Industries Ltd.,526530,Plastic Products,16.66,1,2023-03,,16.66,2022-03,,-0.26,1,2023-03,114.13,,38.6,-0.83,0,-262.03,"526530,"
Royal Cushion Vinyl Products Ltd.,526193,Plastic Products,15.87,1,2023-03,324.56,339.93,2022-03,68.97,47.13,1,2023-03,81.8,,-0.04,-0.75,0,0,"526193,"
Kunststoffe Industries Ltd.,523594,Plastic Products,15.23,1,2023-03,,9.42,2022-03,12.76,1.44,1,2023-03,11.08,0.3,1.69,0,20.7,26.08,"523594,"
Polymac Thermoformers Ltd.,537573,Plastic Products,15.2,1,2023-03,6.86,22.06,2022-03,7.18,0.5,1,2023-03,33.92,1.98,1.38,2.6,4.65,3.48,"537573,"
Gujarat Raffia Industries Ltd.,GUJRAFFIA,Plastic Products,14.6,1,2023-03,10.1,17.26,2022-03,37.98,1.12,1,2023-03,14.21,1.92,0.73,0.43,6.03,6.69,"GUJRAFFIA,"
Genesis IBRC India Ltd.,514336,Plastic Products,13.92,1,2023-03,,13.92,2022-03,,-0.12,1,2023-03,0,,1.58,0,-1.29,-1.29,"514336,"
Padmanabh Alloys & Polymers Ltd.,531779,Plastic Products,13.63,1,2023-03,3.7,17.33,2022-03,28.97,0.03,1,2023-03,52.43,,1.71,0.51,0.37,3.01,"531779,"
APT Packaging Ltd.,506979,Plastic Products,12.46,1,2023-03,20.7,33.15,2022-03,12.8,-2.85,1,2023-03,0,,-2.04,-5.98,0,-5.81,"506979,"
Anka India Ltd.,531673,Plastic Products,12.25,1,2023-03,7.07,19.32,2022-03,,-0.17,1,2023-03,0,,3.26,7.12,-16.04,-3.71,"531673,"
Bisil Plast Ltd.,531671,Plastic Products,11.89,1,2023-03,,11.89,2022-03,1.51,0.02,1,2023-03,67.54,3.13,14.21,0,2.41,2.48,"531671,"
SMVD Poly Pack Ltd.,SMVD,Plastic Products,11.03,2,2023-03,32.82,43.85,2022-03,86.24,1.05,1,2023-03,40.71,,0.39,1.4,4.64,9.49,"SMVD,"
Sanco Industries Ltd.,SANCO,Plastic Products,10.14,1,2022-03,55.9,65.04,2021-03,2.4,-23.4,1,2022-03,0,,0.7,4.18,-94.85,-28.07,"SANCO,"
Kuwer Industries Ltd.,530421,Plastic Products,9.08,1,2023-03,26.16,35.24,2022-03,63.51,0.19,1,2023-03,38.46,3.03,0.52,1.71,1.12,5.95,"530421,"
Ahimsa Industries Ltd.,AHIMSA,Plastic Products,8.62,1,2023-03,3.09,11.71,2022-03,22.07,0.28,1,2023-03,91.72,,0.63,0.31,2.1,2.1,"AHIMSA,"
Polycon International Ltd.,531397,Plastic Products,7.85,1,2023-03,28.2,35.77,2022-03,30.55,-0.1,1,2023-03,124.56,,2.43,7.4,-3.14,7.14,"531397,"
Vinayak Polycon International Ltd.,534639,Plastic Products,7.46,1,2023-03,6.03,13.49,2022-03,15.27,0.04,1,2023-03,63.19,,1.66,0.82,0.97,3.57,"534639,"
Sturdy Industries Ltd.,530611,Plastic Products,6.35,1,2023-03,184.61,190.63,2022-03,12.09,3.55,1,2023-03,0,0,-0.03,-2.54,0,-3.52,"530611,"
Ashish Polyplast Ltd.,530429,Plastic Products,5.95,1,2023-03,1.17,7.12,2022-03,16.24,0.32,1,2023-03,31.46,2.25,1.06,0.19,6.06,9.92,"530429,"
Promact Impex Ltd.,526494,Plastic Products,5.83,1,2023-03,5.26,10.99,2022-03,0.07,-1.46,1,2023-03,11.19,,-2.04,-1.77,0,-22.67,"526494,"
Stanpacks (India) Ltd.,530931,Plastic Products,5.21,1,2023-03,11.08,16.29,2023-03,28.94,-1.66,1,2023-06,0,,0.79,1.67,-22.21,-2.64,"530931,"
Innocorp Ltd.,531929,Plastic Products,4.61,1,2023-03,,4.61,2022-03,0.52,-0.17,1,2023-03,1.2,0.08,1.56,-2.85,0,-3.22,"531929,"
Infra Industries Ltd.,530777,Plastic Products,4.23,1,2019-09,,4.23,2019-03,2.71,-0.52,1,2019-09,0,,,-2.58,0,2.58,"530777,"
CDG Petchem Ltd.,534796,Plastic Products,4.22,2,2023-03,15.57,19.79,2022-03,53.4,-2.32,2,2023-03,0,,2.44,8.61,-72.97,-2.69,"534796,"
Biopac India Corporation Ltd.,532330,Plastic Products,3.43,1,2020-09,30.93,34.33,2019-03,20.24,-23.12,1,2020-09,0,,-0.18,-5.86,-387.41,-46.78,"532330,"
Aadi Industries Ltd.,530027,Plastic Products,3.4,1,2023-03,6.95,10.35,2022-03,0.03,-0.35,1,2023-03,0,,-0.52,-1.07,0,-74.61,"530027,"
Union Quality Plastics Ltd.,526799,Plastic Products,3.2,1,2023-03,5.47,8.47,2023-03,,-1.89,1,2023-03,0,0,-0.43,-1.05,0,-176.51,"526799,"
Pankaj Polymers Ltd.,531280,Plastic Products,3.08,1,2023-03,2.78,5.86,2022-03,1.78,-0.02,1,2023-03,64.22,,0.28,0.3,-0.19,1.5,"531280,"
Arcee Industries Ltd.,520121,Plastic Products,2.99,1,2023-03,0.29,3.28,2022-03,34.25,0.46,1,2023-03,0,0,0.68,0.13,8.68,10.39,"520121,"
Narmada Macplast Drip Irrigation Systems Ltd.,517431,Plastic Products,2.79,1,2023-03,0.43,3.22,2022-03,12.46,0.01,1,2023-03,349.17,,1.2,0.19,0.27,1.05,"517431,"
Deccan Polypacks Ltd.,531989,Plastic Products,2.49,1,2023-03,0.72,3.21,2022-03,,0.51,1,2023-03,8.4,0.41,-1.06,-0.48,0,0,"531989,"
Krishna Filament Industries Ltd.,500248,Plastic Products,2.25,1,2023-03,2.85,5.1,2021-03,,-0.3,1,2023-03,80.37,6.7,-0.81,-1.01,0,-189.19,"500248,"
PlanterS Polysacks Ltd.,523105,Plastic Products,2.13,1,2023-03,0.55,2.66,2023-03,0,-0.12,1,2023-03,0,,-3.78,-0.98,0,0,"523105,"
Jauss Polymers Ltd.,526001,Plastic Products,2.05,2,2023-03,0.1,2.15,2022-03,,-0.25,2,2023-03,0,,0.23,0.01,-2.81,-2.59,"526001,"
Tirth Plastic Ltd.,526675,Plastic Products,0.96,1,2023-03,,0.96,2022-03,0.09,-0.02,1,2023-03,0,0,0.78,0,-0.62,-0.62,"526675,"
Peacock Industries Limited,PEACOCKIND,Plastic Products,0,1,,,0,-0,,,1,-0,,,,,,,"PEACOCKIND,"
