Sector: Textile,
Date: 29-Jul-2023,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: anjanr@wealthwisers.in,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),Year Ending,Net Sales (Rs. Cr.),Profit After Tax(Rs. Cr.),TTM Statement,TTM Ending,Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
TCNS Clothing Co. Ltd.,TCNSBRANDS,Textile,2756.63,1,2023-03,39.5,2773.24,2022-03,896.05,-5.73,1,2023-03,0,,4.5,0,-1.04,4.84,"TCNSBRANDS,"
Raj Rayon Industries Ltd.,RAJRILTD,Textile - Manmade  Fibres,2620.26,1,2023-03,125.08,2744.07,2022-03,0.06,640.77,1,2023-03,0,0,33.11,0,0,628.14,"RAJRILTD,"
Siyaram Silk Mills Ltd.,SIYSIL,Textile - Weaving,2528.17,2,2023-03,149.62,2671.75,2023-03,2232.51,250.99,2,2023-03,10.07,0.61,2.22,0.13,24.24,28.82,"SIYSIL,"
Dollar Industries Ltd.,DOLLAR,Textile,2405.9,2,2023-03,161.62,2566.11,2023-03,1393.83,52.45,2,2023-03,45.79,,3.4,0.23,7.61,9.25,"DOLLAR,"
Rupa & Company Ltd.,RUPA,Textile,2329.27,2,2023-03,244.64,2459.86,2023-03,1143.08,53.73,2,2023-03,43.04,,2.54,0.27,5.99,7.72,"RUPA,"
Bombay Dyeing And Manufacturing Company Ltd.,BOMDYEING,Textile,2309.06,2,2023-03,3642.04,5765.61,2022-03,2000.92,-460.45,2,2023-03,0,,-1.85,-6.08,0,-0.27,"BOMDYEING,"
Mayur Uniquoters Ltd.,MAYURUNIQ,Textile,2271.03,2,2023-03,23.53,2224.18,2022-03,656.46,94.37,2,2023-03,21.79,7.33,3.01,0.04,14.19,17.96,"MAYURUNIQ,"
Ganesha Ecosphere Ltd.,GANECOS,Textile - Manmade  Fibres,2270.04,2,2023-03,505.46,2769.28,2022-03,1021.44,61.97,2,2023-03,32.68,,3.56,0.62,11.36,11.73,"GANECOS,"
Monte Carlo Fashions Ltd.,MONTECARLO,Textile,1760.05,2,2023-03,201.99,1947.35,2022-03,904.32,113.94,2,2023-03,13.28,,2.27,0.1,17.65,24.12,"MONTECARLO,"
Filatex India Ltd.,FILATEX,Textile - Spinning,1707.07,1,2023-03,301.99,1913.3,2022-03,3828.09,302.73,1,2023-03,18.99,0.4,1.55,0.33,32.83,35.45,"FILATEX,"
Sangam (India) Ltd.,SANGAMIND,Textile,1645.32,2,2023-03,823.73,2441.08,2022-03,2437.76,140.65,2,2023-03,12.64,0.53,1.78,1.1,22.64,17.71,"SANGAMIND,"
Cantabil Retail India Ltd.,CANTABIL,Textile,1605.49,1,2023-03,23.37,1628.86,2022-03,383.39,38.06,1,2023-03,23.88,0.43,7.25,0,26.79,56,"CANTABIL,"
Pearl Global Industries Ltd.,PGIL,Textile,1348.26,2,2023-03,448.38,1502.17,2023-03,3158.41,152.99,2,2023-03,9.08,0.17,1.88,0.62,23.16,22.1,"PGIL,"
Nitin Spinners Ltd.,NITINSPIN,Textile - Spinning,1310.49,1,2023-03,979.73,2289.8,2022-03,2692.32,326.14,1,2023-03,7.95,0.19,1.27,0.79,45.32,36.35,"NITINSPIN,"
Kitex Garments Ltd.,KITEX,Textile,1265.16,2,2023-03,25,1189.35,2022-03,788.33,125.12,2,2023-03,21.99,2.61,1.47,0.09,16.6,22.29,"KITEX,"
Indo Rama Synthetics (India) Ltd.,INDORAMA,Textile - Manmade  Fibres,1167.96,2,2023-03,865.88,1972.36,2023-03,4084.91,-24.56,2,2023-03,0,,2.04,1.51,-4.19,2.95,"INDORAMA,"
Himatsingka Seide Ltd.,HIMATSEIDE,Textile,1165.73,2,2023-03,2694.95,3752.64,2022-03,3183.95,140.82,2,2023-03,0,,0.8,1.91,10.11,9.72,"HIMATSEIDE,"
S.P. Apparels Ltd.,SPAL,Textile,1158.15,2,2023-03,216.19,1374.34,2022-03,859.43,84.69,2,2023-03,14.03,1.54,1.72,0.31,14.16,16.39,"SPAL,"
Sportking India Ltd.,SPORTKING,Textile,1004.57,1,2023-03,473.47,1410.41,2022-03,2154.01,409.25,1,2023-06,14.98,0.19,1.1,0.7,72.82,53.53,"SPORTKING,"
Kintech Renewables Ltd.,512329,Textile,1003.18,1,2023-03,,991.4,2022-03,0.04,0.3,1,2023-06,799.35,,6.76,0,2.53,3.48,"512329,"
Jaybharat Textiles & Real Estate Ltd.,512233,Textile - Spinning,955.56,1,2019-09,,955.56,2019-03,30.87,-21.05,1,2019-12,0,,,-1.14,0,-29.11,"512233,"
Century Enka Ltd.,CENTENKA,Textile,924.61,1,2023-03,63.78,972.37,2022-03,2097.83,184.16,1,2023-03,10.22,0.79,0.7,0.01,15.74,20.81,"CENTENKA,"
RSWM Ltd.,RSWM,Textile,920.6,2,2023-03,1150.67,2066.16,2022-03,3817.42,239.98,2,2023-03,7.47,0.4,0.7,1.06,26.27,18.23,"RSWM,"
Nahar Spinning Mills Ltd.,NAHARSPING,Textile - Spinning,920.57,1,2023-03,729.89,1597.58,2022-03,3593.86,502.19,1,2023-03,8.31,0.14,0.59,0.63,40.2,32.69,"NAHARSPING,"
Faze Three Ltd.,FAZE3Q,Textile,880.47,2,2023-03,160.75,937.07,2022-03,504.46,51.08,2,2023-03,15.17,,3.18,0.71,25.99,24.6,"FAZE3Q,"
Ambika Cotton Mills Ltd.,AMBIKCO,Textile - Spinning,878.82,1,2023-03,,601.55,2022-03,920.52,179.89,1,2023-03,7.85,0.3,1.08,0,27.89,38.19,"AMBIKCO,"
Gloster Ltd.,542351,Textile,799.9,2,2023-03,73.22,843.23,2023-03,710.18,54.39,2,2023-03,14.69,2.81,0.74,0.07,5.06,6.58,"542351,"
Sutlej Textiles And Industries Ltd.,SUTLEJTEX,Textile - Spinning,776.71,2,2023-03,950.93,1715.76,2022-03,3076.46,150.23,2,2023-03,20.92,,0.7,0.86,14.62,14.63,"SUTLEJTEX,"
Cheviot Company Ltd.,CHEVIOT,Textile,751.63,1,2023-03,6.25,749.28,2023-03,563.59,54.46,1,2023-03,13.8,97.17,1.61,0.01,11.92,15.48,"CHEVIOT,"
Iris Clothings Ltd.,IRISDOREME,Textile,731.77,1,2023-03,28.48,758.78,2022-03,111.52,10.15,1,2023-06,76.29,1.71,12.19,0.52,23.19,23.94,"IRISDOREME,"
Voith Paper Fabrics India Ltd.,522122,Textile,717.81,1,2023-03,0,524.13,2023-03,164.37,31.76,1,2023-03,22.6,1.9,2.28,0,10.56,14.23,"522122,"
The Ruby Mills Ltd.,RUBYMILLS,Textile,707.09,1,2023-03,239.72,862.12,2022-03,198.95,31.05,1,2023-03,20.07,,1.26,0.53,6.04,5.47,"RUBYMILLS,"
Rajapalayam Mills Ltd.,532503,Textile - Spinning,693.91,2,2023-03,1108.59,1796.28,2023-03,861.89,31.75,2,2023-03,8.47,,0.31,0.49,1.45,2.98,"532503,"
GHCL Textiles Ltd.,GHCLTEXTIL,Textile - Spinning,665.37,1,2023-03,0,665.37,2023-03,0,-0.01,1,2023-03,0,,34.83,0,0,0,"GHCLTEXTIL,"
Binny Ltd.,514215,Textile,537.56,1,2022-09,0.75,523.94,2022-03,74.36,33.47,1,2022-12,6.82,,1.35,0,10.85,15.59,"514215,"
Axita Cotton Ltd.,AXITA,Textile,530.83,1,2023-03,,521.95,2022-03,822.82,14.54,1,2023-03,31.16,0.12,11.22,0,49.88,58.72,"AXITA,"
Nahar Industrial Enterprises Ltd.,NAHARINDUS,Textile - Spinning,530.35,2,2023-03,276.5,803.65,2022-03,2006.36,156.64,2,2023-03,6.74,0.38,0.55,0.78,19.11,17.91,"NAHARINDUS,"
NIBE Ltd.,535136,Textile - Weaving,522.53,1,2023-03,20.99,530.06,2022-03,21.24,0.21,1,2023-03,114.29,3.42,6.74,0,2.02,3.67,"535136,"
Stovec Industries Ltd.,504959,Textile - Machinery,511.46,1,2022-12,0,440.37,2022-12,235.85,24.77,1,2023-03,29.18,,2.9,0,14.81,19.4,"504959,"
Raghuvir Synthetics Ltd.,514316,Textile,507.63,2,2023-03,32,539.1,2022-03,215.49,3.4,2,2023-03,0,0,23.64,0.43,11.54,12.16,"514316,"
Banswara Syntex Ltd.,BANSWRAS,Textile - Manmade  Fibres,506.46,2,2023-03,371.86,841.01,2023-03,1498.78,112.74,2,2023-03,4.52,0.06,1,0.73,24.84,22.48,"BANSWRAS,"
Orbit Exports Ltd.,ORBTEXP,Textile,493.82,2,2023-03,25.37,516.16,2022-03,126.75,17.8,2,2023-03,14.36,,2.27,0.2,9.59,11.76,"ORBTEXP,"
Mafatlal Industries Ltd.,500264,Textile,489.45,2,2023-03,93.55,509.84,2023-03,1371.71,37.07,2,2023-03,13.15,0.55,0.8,0.15,5.72,7.66,"500264,"
Donear Industries Ltd.,DONEAR,Textile,488.85,1,2023-03,353.47,825.73,2022-03,569.46,22.77,1,2023-03,13.49,0.67,2.86,2.31,18.15,12.69,"DONEAR,"
Vardhman Acrylics Ltd.,VARDHACRLC,Textile - Manmade  Fibres,425.93,1,2023-03,0.34,422.58,2022-03,303.33,14.56,1,2023-03,12.96,,1.74,0.01,4.77,5.81,"VARDHACRLC,"
Suryalata Spinning Mills Ltd.,514138,Textile - Spinning,422.48,1,2023-03,68.93,479.67,2022-03,527.58,47.75,1,2023-03,13.62,0.34,1.87,0.39,27.77,27.54,"514138,"
SBC Exports Ltd.,SBC,Textile,418.41,2,2023-03,,418.41,2022-03,168.85,3.46,2,2023-03,60.64,,11.93,0.36,13.1,20.67,"SBC,"
Sarla Performance Fibers Ltd.,SARLAPOLY,Textile - Manmade  Fibres,408.08,2,2023-03,105.63,498,2022-03,425.72,47.35,2,2023-03,19.02,2.81,1.03,0.34,12.85,13.76,"SARLAPOLY,"
Baroda Rayon Corporation Ltd.,500270,Textile,368.76,1,2023-03,245.09,613.85,2022-03,,374.59,1,2023-03,1.35,0.01,1.24,11.81,0,357.66,"500270,"
VIP Clothing Ltd.,VIPCLOTHNG,Textile,367.39,1,2023-03,85.5,437.78,2022-03,181.75,-2.21,1,2023-03,55.35,,2.43,0.75,-1.65,2.25,"VIPCLOTHNG,"
Super Sales India Ltd.,512527,Textile - Spinning,360.21,1,2023-03,77.08,413.56,2023-03,367.8,28.37,1,2023-06,15.12,1.35,0.83,0.18,6.78,7.79,"512527,"
AYM Syntex Ltd.,AYMSYNTEX,Textile,350.42,1,2023-03,268.01,596.23,2022-03,1491.46,50.81,1,2023-03,48.87,10.57,0.83,0.67,13.29,18.32,"AYMSYNTEX,"
SEL Manufacturing Company Ltd.,SELMC,Textile,347.75,2,2023-03,931.55,1275.95,2022-03,420.13,-131.27,2,2023-06,0,0,4.01,3.85,-38.6,-7.67,"SELMC,"
Vishal Fabrics Ltd.,VISHAL,Textile,324.67,1,2023-03,317.41,632.46,2022-03,1546.76,69.04,1,2023-03,6.15,0.12,0.83,1.13,23.04,19.21,"VISHAL,"
Zodiac Clothing Company Ltd.,ZODIACLOTH,Textile,317.77,2,2023-03,37,343.81,2022-03,126.65,-16.37,2,2023-03,19.95,,1.14,0.19,-6.52,-3.1,"ZODIACLOTH,"
Loyal Textile Mills Ltd.,LOYALTEX,Textile,317.45,2,2023-03,662.27,958.58,2022-03,1767.43,97.05,2,2023-03,111.76,4,0.88,1.16,30.79,23.33,"LOYALTEX,"
Bannari Amman Spinning Mills Ltd.,BASML,Textile - Spinning,292.44,2,2023-03,619.52,900.04,2022-03,1560.24,56.2,2,2023-03,0,0,0.69,1.15,14.9,14.99,"BASML,"
Pasupati Acrylon Ltd.,PASUPTAC,Textile - Manmade  Fibres,279.61,1,2023-03,0.13,242.72,2022-03,775.54,45.9,1,2023-03,7.79,2.62,0.89,0,17.89,25.3,"PASUPTAC,"
Nandan Denim Ltd.,NDL,Textile,275.18,1,2023-03,464.86,712.47,2022-03,2175.57,67.82,1,2023-03,343.11,,0.51,1.04,13.43,12.67,"NDL,"
Shri Dinesh Mills Ltd.,503804,Textile,273.87,2,2023-03,13.97,284.21,2022-03,90.15,32.68,2,2023-03,11.48,0.36,1.74,0.05,26.33,28.54,"503804,"
DCM Nouvelle Ltd.,DCMNVL,Textile,272.88,2,2023-03,264.06,531.92,2022-03,909.32,122.6,2,2023-06,0,,0.86,0.51,40,36.84,"DCMNVL,"
Integra Essentia Ltd.,ESSENTIA,Textile,265.54,1,2023-03,28.48,288.45,2022-03,68.53,1.09,1,2023-06,36.92,1.84,3.47,-0.99,0,0,"ESSENTIA,"
Lakshmi Mills Company Ltd.,502958,Textile,257.35,1,2023-03,110.27,366.56,2022-03,346.72,24.06,1,2023-03,0,0,0.4,0.13,4.34,7,"502958,"
Ashima Ltd.,ASHIMASYN,Textile,256.06,2,2023-03,32.71,261.57,2022-03,207.37,25.85,1,2023-06,0,,1.17,0.08,11.87,11.83,"ASHIMASYN,"
Indian Terrain Fashions Ltd.,INDTERRAIN,Textile,251.27,1,2023-03,52.4,281.05,2022-03,336.3,-2.2,1,2023-03,35.44,,1.19,0.26,-1.13,4.51,"INDTERRAIN,"
MK Exim (India) Ltd.,538890,Textile,247.67,2,2023-03,2.37,240.55,2022-03,73.18,13.25,1,2023-03,15.14,0.2,3.74,0.08,28.91,36.95,"538890,"
Ginni Filaments Ltd.,GINNIFILA,Textile - Spinning,239.22,1,2023-03,255.73,490.67,2022-03,1084.46,48.36,1,2023-03,0,0,0.86,1.11,18.27,18.2,"GINNIFILA,"
VTM Ltd.,532893,Textile - Weaving,238.27,1,2023-03,3.84,238.87,2023-03,208.72,9.14,1,2023-06,22.47,6.91,0.97,0.02,3.81,5.37,"532893,"
Manomay Tex India Ltd.,MANOMAY,Textile - Weaving,238.24,1,2023-03,145.34,359.54,2022-03,589.2,7.72,1,2023-03,18.39,0.68,2.05,2.06,11.86,11.25,"MANOMAY,"
RRIL Ltd.,531307,Textile,232.25,2,2023-03,11.17,239.64,2022-03,83.16,4.24,2,2023-03,16.92,,2.51,0.13,6.92,11.72,"531307,"
Maral Overseas Ltd.,MARALOVER,Textile - Spinning,224.39,1,2023-03,329.14,546.39,2022-03,1082.44,66.98,1,2023-03,0,0,1.59,1.31,50.89,33.52,"MARALOVER,"
R&B Denims Ltd.,538119,Textile,210.13,2,2023-03,42.5,252.63,2022-03,293.23,21.65,2,2023-03,13.57,,2.65,1.34,40.31,26.88,"538119,"
Lorenzini Apparels Ltd.,LAL,Textile,206.94,1,2023-03,10.82,217.46,2022-03,24.44,0.54,1,2023-03,82.12,4,13.43,0.72,4.45,7.81,"LAL,"
Jasch Industries Ltd.,500220,Textile - Weaving,204.96,2,2023-03,8.54,156.08,2023-03,233.52,19.94,2,2023-03,10.23,0.39,1.75,0.08,19.98,26.28,"500220,"
Bella Casa Fashion & Retail Ltd.,539399,Textile,201.27,1,2023-03,37.55,238.64,2022-03,205.81,11.16,1,2023-03,25.94,0.93,2.66,0.8,17.22,17.3,"539399,"
Lovable Lingerie Ltd.,LOVABLE,Textile,200.24,1,2023-03,3.89,204.14,2022-03,97.22,5.71,1,2023-06,681.1,,1.14,0.01,3.36,3.99,"LOVABLE,"
Shiva Texyarn Ltd.,SHIVATEX,Textile - Spinning,197.23,1,2023-03,94.45,284.08,2022-03,477.07,20.01,1,2023-03,0,0,1.47,0.99,15.04,16.61,"SHIVATEX,"
Akshar Spintex Ltd.,AKSHAR,Textile,195.32,1,2023-03,17.68,212.99,2022-03,172.52,6.98,1,2023-03,0,0,4.81,0.59,17.55,18.73,"AKSHAR,"
Mahalaxmi Rubtech Ltd.,MHLXMIRU,Textile,194.09,2,2023-03,55.85,213.42,2022-03,197.32,7.29,2,2023-03,22.99,1.39,2.22,0.7,8.43,10.56,"MHLXMIRU,"
Indian Acrylics Ltd.,514165,Textile - Spinning,193.51,2,2023-03,178.07,371.58,2022-03,623.84,-76.08,2,2023-03,9.94,,2.1,2.88,-68.83,-13.23,"514165,"
Deepak Spinners Ltd.,514030,Textile - Spinning,191.83,1,2023-03,48.31,239.22,2023-03,561.36,40.09,1,2023-03,4.79,0.1,0.81,0.21,18.54,21.54,"514030,"
Precot Ltd.,PRECOT,Textile - Spinning,190.44,2,2023-03,377.83,561.8,2022-03,993.28,105.42,2,2023-03,0,0,0.47,0.81,26.83,22.32,"PRECOT,"
SPL Industries Ltd.,SPLIL,Textile,186.59,1,2023-03,10.66,161.42,2022-03,197.86,21.08,1,2023-03,7.83,0.11,1.15,0.04,16.56,22.27,"SPLIL,"
United Polyfab Gujarat Ltd.,UNITEDPOLY,Textile - Weaving,182.8,1,2023-03,114.08,288.12,2022-03,661.07,9.4,1,2023-03,33.38,0.61,2.98,2.2,18.69,12.76,"UNITEDPOLY,"
Surat Textile Mills Ltd.,530185,Textile - Manmade  Fibres,177.4,1,2023-03,0,176.75,2023-03,25.31,3.04,1,2023-03,58.4,,0.9,0,1.84,2.29,"530185,"
BSL Ltd.,BSL,Textile - Weaving,173.22,1,2023-03,345.65,518.36,2022-03,435.84,11.48,1,2023-03,10.24,0.72,1.66,2.08,13.7,11.62,"BSL,"
JCT Ltd.,500223,Textile,171.06,1,2023-03,196.51,358.58,2022-03,804.12,9.62,1,2023-03,0,0,-6.5,3.12,20.97,26.35,"500223,"
T.T. Ltd.,TTL,Textile,170.39,1,2023-03,149.32,319.27,2022-03,395.54,14.53,1,2023-03,0,0,2.54,3.31,31.61,14.13,"TTL,"
Digjam Ltd.,DIGJAMLMTD,Textile - Weaving,164.02,1,2023-03,73.32,237.34,2022-03,31.22,1.18,1,2023-03,0,0,5.84,2.1,3,2.66,"DIGJAMLMTD,"
Pashupati Cotspin Ltd.,PASHUPATI,Textile - Spinning,163.54,1,2023-03,173.29,336.83,2022-03,661.38,11.13,1,2023-03,39.81,,1.47,1.64,10.75,11.04,"PASHUPATI,"
Lambodhara Textiles Ltd.,LAMBODHARA,Textile - Spinning,153.95,1,2023-03,56.02,205.2,2022-03,176.67,15.83,1,2023-03,8.9,0.5,1.55,0.49,20.84,20.27,"LAMBODHARA,"
DCM Ltd.,DCM,Textile - Spinning,150.73,2,2023-03,,138.66,2022-03,69.77,30.17,2,2023-03,65.13,1.47,11.59,1.95,0,160.84,"DCM,"
Weizmann Ltd.,WEIZMANIND,Textile,150.18,2,2023-03,11.65,160.25,2023-03,135.14,6.12,2,2023-03,35.25,5.17,2.32,0.18,9.35,12.21,"WEIZMANIND,"
Salona Cotspin Ltd.,SALONA,Textile - Spinning,140.03,1,2023-03,157.15,296.38,2022-03,647.08,19.79,1,2023-03,7.97,0.19,1.89,2.42,41.61,21.97,"SALONA,"
Vardhman Polytex Ltd.,514175,Textile,136.02,2,2023-03,447.48,583.07,2022-03,928.77,-15.51,1,2023-03,91.23,10.17,-0.38,-1.46,0,28.62,"514175,"
Alka India Ltd.,530889,Textile,135,2,2023-03,2.76,137.76,2022-03,,-0.14,2,2021-12,0,0,25.76,0.15,-0.73,-0.58,"530889,"
Indian Card Clothing Company Ltd.,INDIANCARD,Textile - Machinery,134.27,2,2023-03,20.87,111.29,2022-03,66.51,190.67,2,2023-03,36.67,,0.56,0.07,114.19,119.1,"INDIANCARD,"
Reliance Chemotex Industries Ltd.,RELCHEMQ,Textile - Spinning,131.86,1,2023-03,196.26,266.58,2022-03,361.77,18.13,1,2023-03,10.62,0.46,1,1.03,16.06,17.68,"RELCHEMQ,"
Swaraj Suiting Ltd.,SWARAJ,Textile,130.32,2,2023-03,113.4,243.72,2022-03,128.83,4.57,1,2023-03,23.53,,1.93,1.27,9.5,8.6,"SWARAJ,"
Premco Global Ltd.,530331,Textile,121.96,2,2023-03,7.22,100.74,2022-03,128.23,17.76,2,2023-03,12.87,1.31,1.12,0.02,19.55,26.69,"530331,"
Amarjothi Spinning Mills Ltd.,521097,Textile - Spinning,121.03,2,2023-03,62.76,181.29,2022-03,257.36,22.18,2,2023-03,11.77,1.58,0.69,0.58,13.96,11.34,"521097,"
Shahlon Silk Industries Ltd.,542862,Textile,116.54,1,2023-03,115.39,230.97,2022-03,313.04,3.18,1,2023-03,30.86,2.04,1.24,1.62,3.59,8.65,"542862,"
Lagnam Spintex Ltd.,LAGNAM,Textile,114.94,1,2023-03,183.91,298.66,2023-03,304.66,9.76,1,2023-03,11.77,0.75,1.22,1.95,10.87,8.99,"LAGNAM,"
Filatex Fashions Ltd.,532022,Textile,114.73,1,2023-03,65.14,177.93,2022-03,115.32,2.91,1,2023-03,9.63,0.06,1.61,0.11,4.17,4.45,"532022,"
Mohini Health & Hygiene Ltd.,MHHL,Textile,113.06,2,2023-03,27.96,141.02,2022-03,142.13,7.09,1,2023-03,16.66,,1.36,0.53,8.82,9.85,"MHHL,"
Le Merite Exports Ltd.,LEMERITE,Textile,113.06,2,2023-03,82.64,195.7,2022-03,525.9,21.06,1,2023-03,17.79,,1.21,2.2,60.24,28.21,"LEMERITE,"
APM Industries Ltd.,523537,Textile - Spinning,111.6,1,2023-03,23.09,133.44,2022-03,316.83,14.75,1,2023-03,5.23,,0.66,0.23,10.28,14.68,"523537,"
Damodar Industries Ltd.,DAMODARIND,Textile - Spinning,110.37,1,2023-03,298.13,407.52,2023-03,682.79,0.8,1,2023-03,138.48,,0.96,2.59,0.69,6.58,"DAMODARIND,"
Winsome Textile Industries Ltd.,514470,Textile,107.23,1,2023-03,278.11,356.45,2022-03,955.53,45.49,1,2023-03,4.37,0.24,0.42,1.32,21.76,22.61,"514470,"
Suryalakshmi Cotton Mills Ltd.,SURYALAXMI,Textile,107.1,1,2023-03,197.72,282.83,2022-03,778.08,34.37,1,2023-03,8.42,0.79,0.41,1.06,14.25,13.97,"SURYALAXMI,"
AI Champdany Industries Ltd.,532806,Textile - Weaving,104.94,2,2023-03,28.53,128.28,2022-03,44.36,-3.35,2,2023-03,7.03,0.71,1.84,1.32,-6.99,-1.13,"532806,"
KG Petrochem Ltd.,531609,Textile,104.42,1,2023-03,116.42,220.84,2022-03,353.77,17.44,1,2023-03,13.4,1.23,0.81,1.14,15.73,12.76,"531609,"
Virat Industries Ltd.,530521,Textile,104.35,1,2023-03,0.08,100.69,2022-03,24.66,1.35,1,2023-03,64.33,,4.17,0.01,5.83,7.49,"530521,"
Pioneer Embroideries Ltd.,PIONEEREMB,Textile - Spinning,103.1,2,2023-03,93.18,186.83,2022-03,292.16,11.02,2,2023-03,12.14,1.62,0.8,0.24,9.9,13.02,"PIONEEREMB,"
Nandani Creation Ltd.,JAIPURKURT,Textile,98.73,2,2023-03,9.85,105.07,2022-03,62.68,0.5,2,2023-03,897.57,,5.71,0.87,3.2,8.43,"JAIPURKURT,"
Raja Bahadur International Ltd.,503127,Textile - Spinning,97.25,2,2023-03,126.63,223.88,2022-03,30.69,-5.03,2,2023-03,0,0,-133.18,21.55,-81.08,2.05,"503127,"
Ludlow Jute & Specialities Ltd.,526179,Textile - Weaving,90.5,1,2023-03,119.99,208.36,2022-03,573.99,11.67,1,2023-03,67.54,5.83,0.51,0.55,6.9,8.18,"526179,"
Bhilwara Technical Textiles Ltd.,533108,Textile,89.54,2,2023-03,,88.74,2022-03,19.49,1.48,2,2023-03,0,0,0.59,0,1.01,1.19,"533108,"
FAZE Three Autofab Ltd.,532459,Textile,86.2,1,2023-03,51.7,137.84,2022-03,196.03,12.96,1,2023-03,19.59,0.52,1.6,1.39,30.05,17.75,"532459,"
Fiberweb (India) Ltd.,FIBERWEB,Textile,85.91,2,2023-03,6.34,87.33,2022-03,95.4,11.34,1,2023-03,0,,0.56,0,6.85,8.4,"FIBERWEB,"
