Sector: Hospitality,
Date: 29-Jul-2023,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: anjanr@wealthwisers.in,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),Year Ending,Net Sales (Rs. Cr.),Profit After Tax(Rs. Cr.),TTM Statement,TTM Ending,Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Delta Corp Ltd.,DELTACORP,Amusement Parks/Recreation/Club,5260.36,2,2023-03,0,5131.7,2023-03,1020.77,262.31,2,2023-06,19.33,1.74,2.34,0,12.62,16.68,"DELTACORP,"
Thomas Cook (India) Ltd.,THOMASCOOK,Travel Services,3897.91,2,2023-03,391.39,3528.22,2022-03,1888.25,-253.9,2,2023-03,602.19,,2.27,0.4,-24.64,-15.06,"THOMASCOOK,"
Wonderla Holidays Ltd.,WONDERLA,Amusement Parks/Recreation/Club,3557.61,1,2023-03,0.32,3422.21,2022-03,127.55,-9.48,1,2023-03,23.89,,3.75,0,-1.18,-1.5,"WONDERLA,"
India Tourism Development Corporation Ltd.,ITDC,"Hotel, Resort & Restaurants",3018.65,2,2023-03,,2812.63,2022-03,289.4,6.63,2,2023-03,51.1,,8.84,0,2.34,3.87,"ITDC,"
Barbeque-Nation Hospitality Ltd.,BARBEQUE,"Hotel, Resort & Restaurants",2604.95,2,2023-03,19.56,2624.51,2022-03,860.55,-25.19,2,2023-03,153.08,,6.49,0.06,-9.69,8.27,"BARBEQUE,"
Imagicaaworld Entertainment Ltd.,IMAGICAA,Amusement Parks/Recreation/Club,2504.85,2,2023-03,805.73,3245.57,2022-03,72.04,-244.07,2,2023-03,7,,11.39,-1.25,0,-16.55,"IMAGICAA,"
Taj GVK Hotels & Resorts Ltd.,TAJGVK,"Hotel, Resort & Restaurants",1635.88,2,2023-03,96.87,1732.75,2022-03,227.08,9.9,2,2023-03,17.56,3.08,3.55,0.46,2.69,6.87,"TAJGVK,"
Oriental Hotels Ltd.,ORIENTHOT,"Hotel, Resort & Restaurants",1574.35,2,2023-03,182.02,1715.79,2023-03,394.51,55.49,2,2023-06,30.45,0.56,2.87,0.34,11.34,14.07,"ORIENTHOT,"
EIH Associated Hotels Ltd.,EIHAHOTELS,"Hotel, Resort & Restaurants",1562.86,1,2023-03,0,1543.96,2023-03,337.07,64.62,1,2023-03,24.19,2.14,3.94,0,17.73,23.39,"EIHAHOTELS,"
Speciality Restaurants Ltd.,SPECIALITY,"Hotel, Resort & Restaurants",1051.02,2,2023-03,,1044.51,2022-03,252.93,14.12,2,2023-03,10.88,0.59,3.64,0,10.09,20.48,"SPECIALITY,"
Royal Orchid Hotels Ltd.,ROHLTD,"Hotel, Resort & Restaurants",951.79,2,2023-03,75.26,955.57,2022-03,138.52,26.78,2,2023-03,20.24,0.76,4.83,0.64,20.19,20.53,"ROHLTD,"
HLV Ltd.,HLVLTD,"Hotel, Resort & Restaurants",903.19,1,2023-03,8.87,862.77,2023-03,172.88,7.65,1,2023-03,118.11,,2.16,0.02,1.84,3.11,"HLVLTD,"
Coffee Day Enterprises Ltd.,COFFEEDAY,"Hotel, Resort & Restaurants",703.05,2,2023-03,1600.33,2232.06,2022-03,581.58,-128.09,2,2023-03,0,,0.22,0.47,-3.5,-1.33,"COFFEEDAY,"
Sayaji Hotels Ltd.,523710,"Hotel, Resort & Restaurants",700.81,2,2023-03,21.41,713.48,2022-03,163.15,33.05,2,2023-03,20.12,,2.84,0.23,20.52,29.16,"523710,"
Benares Hotels Ltd.,509438,"Hotel, Resort & Restaurants",655.15,1,2023-03,0,625.01,2023-03,93.32,23.38,1,2023-06,26.05,0.89,6.18,0,26.33,35.64,"509438,"
Nicco Parks & Resorts Ltd.,526721,Amusement Parks/Recreation/Club,626.65,2,2023-03,,607.3,2022-03,31.34,4.87,2,2023-03,27.8,,8.34,0,9,12.08,"526721,"
Mac Charles (India) Ltd.,507836,"Hotel, Resort & Restaurants",590.62,2,2023-03,531.98,847.78,2022-03,21.98,92.51,2,2023-03,13.88,0.45,2.45,0.92,70.29,35.9,"507836,"
Kamat Hotels (India) Ltd.,KAMATHOTEL,"Hotel, Resort & Restaurants",562.09,2,2023-03,327.34,865.91,2022-03,144.49,-22.67,2,2023-03,1.8,,3.66,-2.5,0,7.08,"KAMATHOTEL,"
Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,"Hotel, Resort & Restaurants",416.62,1,2023-03,0.92,413.94,2022-03,51.25,6.51,1,2023-03,14.56,,6.64,0,13.98,18.7,"ADVANIHOTR,"
Sinclairs Hotels Ltd.,523023,"Hotel, Resort & Restaurants",409.01,1,2023-03,0,408.57,2023-03,53.78,31.23,1,2023-03,13.1,12.96,3.27,0,26.68,34,"523023,"
Apollo Sindoori Hotels Ltd.,APOLSINHOT,"Hotel, Resort & Restaurants",348.18,2,2023-03,104.71,302.06,2022-03,207.94,14.81,2,2023-03,20.58,5.01,2.97,0.09,15.56,19.44,"APOLSINHOT,"
UP Hotels Ltd.,509960,"Hotel, Resort & Restaurants",334.26,1,2023-03,0.43,321.23,2022-03,71.95,6.73,1,2023-03,14.31,1.16,2.79,0,7.23,9.55,"509960,"
Asian Hotels (North) Ltd.,ASIANHOTNR,"Hotel, Resort & Restaurants",301.53,2,2023-03,1081.67,1363.59,2022-03,130.53,-453.83,1,2023-03,0,,-1.2,-6.15,0,-31.65,"ASIANHOTNR,"
Growington Ventures India Ltd.,539222,Travel Services,278.92,1,2023-03,,278.92,2022-03,1.23,-0.03,1,2023-03,221.54,,16.2,0,-0.45,0.48,"539222,"
International Travel House Ltd.,500213,Travel Services,272.25,1,2023-03,,262.7,2022-03,94.21,-10.7,1,2023-06,8.98,,2.11,0,-10.66,-10.34,"500213,"
Graviss Hospitality Ltd.,509546,"Hotel, Resort & Restaurants",230.24,2,2023-03,4.04,232.12,2022-03,48.33,-6.5,2,2023-03,37.94,,1.25,0.11,-3.86,-1.89,"509546,"
Asian Hotels (East) Ltd.,AHLEAST,"Hotel, Resort & Restaurants",215.97,2,2023-03,0,175.05,2022-03,91.7,-34.5,2,2023-03,8.81,,1.06,0.2,-4.89,-2.37,"AHLEAST,"
GIR Natureview Resorts Ltd.,GIRRESORTS,"Hotel, Resort & Restaurants",213.51,1,2014-03,0,213.49,2014-03,6.54,0.29,1,2019-03,0,,11.18,0,1.59,2.3,"GIRRESORTS,"
Modi Rubber Ltd.,MODIRUBBER,"Hotel, Resort & Restaurants",177.51,2,2023-03,19.67,188.53,2022-03,5.13,25.63,2,2023-03,6.42,6.75,0.36,0.01,5.66,6.18,"MODIRUBBER,"
Robust Hotels Ltd.,RHL,"Hotel, Resort & Restaurants",167.8,1,2023-03,113.96,260.28,2022-03,40.51,-35,1,2023-03,3.03,1.41,0.32,0.63,-10.87,-3.51,"RHL,"
The Byke Hospitality Ltd.,BYKE,"Hotel, Resort & Restaurants",144.67,1,2023-03,23.87,168.54,2022-03,93.29,-12.82,1,2023-06,129.64,,0.9,0.19,-7.84,-2.83,"BYKE,"
Country Club Hospitality & Holidays Ltd.,CCHHL,"Hotel, Resort & Restaurants",115.41,2,2023-03,53.1,168.5,2022-03,56.84,-43.72,2,2023-03,9.13,,0.37,0.72,-12.26,-3.85,"CCHHL,"
Savera Industries Ltd.,512634,"Hotel, Resort & Restaurants",107.35,1,2023-03,2.36,89.39,2022-03,31.95,-0.8,1,2023-03,8.61,,1.52,0.01,-1.39,-0.38,"512634,"
CHL Ltd.,532992,"Hotel, Resort & Restaurants",105.25,2,2023-03,267.62,341.69,2022-03,62.31,-14.84,2,2023-03,0,,-1.1,-2.8,0,-1.07,"532992,"
Transcorp International Ltd.,532410,Travel Services,101.46,2,2023-03,13.7,81.29,2023-03,2885.86,0.51,2,2023-03,200.79,,1.79,0.24,0.89,7.38,"532410,"
Phoenix Township Ltd.,537839,"Hotel, Resort & Restaurants",96.56,1,2023-03,10.58,106.83,2022-03,15.88,0.29,1,2023-03,142,,5.77,0.51,1.81,3.72,"537839,"
Vidli Restaurants Ltd.,539659,"Hotel, Resort & Restaurants",76.18,2,2023-03,1.46,74.82,2022-03,8.13,0.13,2,2023-03,49.95,,5.79,0.45,2.12,7.18,"539659,"
Emerald Leisures Ltd.,507265,"Hotel, Resort & Restaurants",72.39,1,2023-03,114.42,186.21,2022-03,8.57,-9.69,1,2023-03,0,0,-0.62,-1.13,0,-6.86,"507265,"
Royale Manor Hotels & Industries Ltd.,526640,"Hotel, Resort & Restaurants",68.22,1,2023-03,9.43,77.65,2022-03,13.63,0.92,1,2023-03,18,,1.31,0.19,2.04,4.38,"526640,"
Aruna Hotels Ltd.,500016,"Hotel, Resort & Restaurants",66.14,1,2022-09,110.43,176.47,2022-03,,-2.49,1,2023-03,0,0,-1.23,-2.47,0,1.83,"500016,"
West Leisure Resorts Ltd.,538382,"Hotel, Resort & Restaurants",63.85,1,2023-03,,63.85,2022-03,0.18,-0.25,1,2023-06,938.9,,3.3,0,-1.32,-1.62,"538382,"
Gujarat Hotels Ltd.,507960,"Hotel, Resort & Restaurants",59.26,1,2023-03,,58.87,2022-03,2.13,2.72,1,2023-06,12.93,,1.43,0,7.62,8.82,"507960,"
Best Eastern Hotels Ltd.,508664,"Hotel, Resort & Restaurants",50.8,1,2023-03,2.29,53.02,2023-03,6.04,0.58,1,2023-03,86.84,4.77,19.92,0.9,23.53,14.11,"508664,"
Jindal Hotels Ltd.,507981,"Hotel, Resort & Restaurants",29.21,1,2023-03,59.36,86.89,2022-03,29.86,-2.4,1,2023-03,14.13,,1.55,3.74,-13.92,2.39,"507981,"
TGB Banquets And Hotels Ltd.,TGBHOTELS,"Hotel, Resort & Restaurants",28.44,1,2023-03,9.21,37.64,2022-03,26.78,-20.37,1,2023-03,20.86,,0.37,0.12,-23.61,-22.32,"TGBHOTELS,"
Mega Corporation Ltd.,531417,Travel Services,26.7,1,2023-03,,26.7,2022-03,3.13,0.16,1,2023-03,117.11,,1.11,0.76,0.68,5.04,"531417,"
Sri Havisha Hospitality and Infrastructure Ltd.,HAVISHA,"Hotel, Resort & Restaurants",26.25,1,2023-03,2.05,28.31,2022-03,7.35,0.58,1,2023-03,17.51,1.13,38.51,0.13,2.11,0.67,"HAVISHA,"
Polo Hotels Ltd.,526687,"Hotel, Resort & Restaurants",22.22,1,2023-03,77.02,99.24,2017-03,1.74,0.02,1,2023-03,0,,0.36,0.89,0.03,0.18,"526687,"
Roopshri Resorts Ltd.,542599,"Hotel, Resort & Restaurants",19.84,1,2023-03,0.06,19.9,2022-03,0.4,-0.16,1,2023-03,601.29,,2.35,0,-2.1,-1.59,"542599,"
HS India Ltd.,532145,"Hotel, Resort & Restaurants",19.7,1,2023-03,20.91,40.61,2022-03,18.01,1.08,1,2023-03,19.01,30.48,0.67,0.84,3.92,6.21,"532145,"
Ras Resorts & Apart Hotels Ltd.,507966,"Hotel, Resort & Restaurants",17.85,1,2023-03,4.79,22.42,2023-03,12.87,-0.01,1,2023-03,0,,2.5,0.67,-0.11,6.67,"507966,"
Howard Hotels Ltd.,526761,"Hotel, Resort & Restaurants",17.77,1,2023-03,2.64,20.41,2022-03,4.31,-0.77,1,2023-03,23.98,,1.76,0.26,-8.02,-4.82,"526761,"
Velan Hotels Ltd.,526755,"Hotel, Resort & Restaurants",17.1,1,2023-03,51.9,69,2022-03,,9.38,1,2023-03,0,0,22.41,3.15,64.52,11.57,"526755,"
Cindrella Hotels Ltd.,526373,"Hotel, Resort & Restaurants",15.68,1,2023-03,,15.68,2022-03,5.37,0.37,1,2023-03,6.09,0.95,1.38,0.1,4.39,4.23,"526373,"
Pecos Hotels and Pubs Ltd.,539273,"Hotel, Resort & Restaurants",12.31,1,2023-03,0,10.17,2023-03,8.82,1.16,1,2023-03,10.6,0.22,2.58,0,27.7,32.38,"539273,"
Dhanada Corporation Ltd.,531198,"Hotel, Resort & Restaurants",11.69,1,2022-09,37.15,45.79,2022-03,4.88,-6.28,1,2022-09,0,,-3.11,-27.52,-330.91,-4.35,"531198,"
Reliable Ventures India Ltd.,532124,"Hotel, Resort & Restaurants",11.6,1,2023-03,0.8,11.89,2022-03,18.25,2.14,1,2023-03,0,0,0.37,0.03,6.91,11.64,"532124,"
MAC Hotels Ltd.,541973,"Hotel, Resort & Restaurants",10.5,1,2023-03,2.53,13.03,2022-03,3.27,-2.34,1,2023-03,0,,-2535.51,-595.84,-200.71,-56.79,"541973,"
Ajwa Fun World & Resort Ltd.,526628,"Hotel, Resort & Restaurants",9.58,1,2023-03,3.59,12.96,2022-03,0.55,-1.17,1,2023-03,36.56,,-4.19,-1.97,0,-27.7,"526628,"
Viceroy Hotels Ltd.,VICEROY,"Hotel, Resort & Restaurants",9.12,2,2023-03,520.34,529.45,2022-03,52.44,-26.31,2,2023-03,0,,-0.02,-1.41,0,-12.9,"VICEROY,"
Lords Ishwar Hotels Ltd.,530065,"Hotel, Resort & Restaurants",8.96,1,2023-03,3.1,12.05,2022-03,5.05,0.17,1,2023-03,78.57,2.84,1.77,0.63,3.45,1.27,"530065,"
Blue Coast Hotels Ltd.,BLUECOAST,"Hotel, Resort & Restaurants",8.29,2,2023-03,41.5,48.87,2022-03,,-3.41,2,2023-03,0,0,-0.05,-0.38,0,0,"BLUECOAST,"
Sailani Tours N Travels Ltd.,543541,Travel Services,8.16,1,2023-03,0.71,8.86,2022-03,10.07,0.16,1,2023-03,18.45,,1.17,1.84,9.48,4.48,"543541,"
Univa Foods Ltd.,UNIVAFOODS,"Hotel, Resort & Restaurants",7.58,1,2023-03,0.28,7.86,2022-03,,-5.38,1,2023-03,0,,46.49,0,-171.63,-165.07,"UNIVAFOODS,"
Yaan Enterprises Ltd.,538521,Travel Services,7.44,1,2023-03,0.17,7.61,2022-03,1.21,-0.23,1,2023-03,118.05,,2.05,0.03,-6.31,-4.42,"538521,"
Silver Pearl Hospitality & Luxury Spaces Ltd.,543536,"Hotel, Resort & Restaurants",6.24,1,2023-03,,5.64,2022-03,0.45,0.12,1,2023-03,0,,0.46,0,4.42,4.58,"543536,"
Woodsvilla Ltd.,526959,"Hotel, Resort & Restaurants",4.66,1,2023-03,0.05,4.71,2022-03,0.35,0.02,1,2023-03,0,,1.12,0.01,0.48,0.47,"526959,"
Ashram Online.Com Ltd.,526187,"Hotel, Resort & Restaurants",4.56,1,2023-03,,4.42,2022-03,0.35,0.03,1,2023-03,0,0,0.38,0,0.27,0.09,"526187,"
Mahasagar Travels Ltd.,526795,Travel Services,3.06,1,2023-03,6.89,8.5,2022-03,44.93,-1.72,1,2023-03,16.18,,0.38,-10.3,-1469.1,-14.6,"526795,"
Hanman Fit Ltd.,538731,Amusement Parks/Recreation/Club,1.68,1,2022-03,1.24,2.93,2022-03,0,-0.49,1,2023-03,0,0,0.85,0.63,-22.06,-14.19,"538731,"
