Sector: Power,
Date: 29-Jul-2023,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: anjanr@wealthwisers.in,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),Year Ending,Net Sales (Rs. Cr.),Profit After Tax(Rs. Cr.),TTM Statement,TTM Ending,Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Jaiprakash Power Ventures Ltd.,JPPOWER,Power Generation/Distribution,4091.51,2,2023-03,4754.49,8665.71,2022-03,4624.55,107.48,2,2023-03,73.83,4.66,0.62,0.49,1.65,5.6,"JPPOWER,"
PTC India Ltd.,PTC,Power Generation/Distribution,3361.17,2,2023-03,6520.61,7939.7,2022-03,16856.39,551.67,2,2023-03,7.54,1.86,0.67,2.07,12.07,9.89,"PTC,"
Inox Wind Energy Ltd.,IWEL,Power Generation/Distribution,3203.87,2,2023-03,2318.03,5250.79,2022-03,597.89,-332.37,2,2023-03,0,,2.81,1.21,-22.83,-7.75,"IWEL,"
Waaree Renewable Technologies Ltd.,534618,Power Generation/Distribution,3018.88,2,2023-03,38.98,3041.35,2022-03,161.5,8.89,2,2023-06,53.37,,31.7,1.4,34.08,26.67,"534618,"
RattanIndia Power Ltd.,RTNPOWER,Power Generation/Distribution,2604.5,2,2023-03,10984.56,13355.52,2022-03,3259.52,-1981.44,2,2023-06,0,,-0.51,-4.33,0,3.52,"RTNPOWER,"
Gujarat Industries Power Company Ltd.,GIPCL,Power Generation/Distribution,1725.02,1,2023-03,483.75,1752.98,2022-03,1172.41,171.31,1,2023-03,9.14,,0.55,0.17,5.81,8.01,"GIPCL,"
BF Utilities Ltd.,BFUTILITIE,Power Generation/Distribution,1403.31,2,2023-03,1480.24,2707.85,2022-03,513.09,93.14,2,2023-03,11.28,0.16,16.41,-9.51,0,19.42,"BFUTILITIE,"
India Power Corporation Ltd.,DPSCLTD,Power Generation/Distribution,1358.44,2,2023-03,279.95,1613.03,2022-03,582.48,15.39,2,2023-03,85.78,7.12,2.6,0.37,1.53,3.96,"DPSCLTD,"
GMR Power and Urban Infra Ltd.,GMRP&UI,Power Generation/Distribution,1248.23,2,2023-03,8200.98,8345.3,2022-03,4101.81,-651.54,2,2023-03,1.06,,-0.71,-4.81,0,8.93,"GMRP&UI,"
Orient Green Power Company Ltd.,GREENPOWER,Power Generation/Distribution,971.44,2,2023-03,1070.9,2030.1,2023-03,258.31,35.1,2,2023-03,29.81,1.91,1.86,2.05,6.93,8.69,"GREENPOWER,"
Ravindra Energy Ltd.,504341,Power Generation/Distribution,632.18,2,2023-03,116.83,749.01,2022-03,765,36.92,2,2023-03,37.86,0.44,3.62,2.73,63.48,14.06,"504341,"
Urja Global Ltd.,URJA,Power Generation/Distribution,547.18,2,2023-03,6.62,553.22,2023-03,39.58,1.52,2,2023-03,359.11,11.84,3.15,0.04,0.89,1.63,"URJA,"
GVK Power & Infrastructure Ltd.,GVKPIL,Power Generation/Distribution,397.96,2,2023-03,5863.7,5752.03,2022-03,858.26,196.7,2,2023-03,0.16,0.01,-0.52,-2.74,0,20.53,"GVKPIL,"
Indowind Energy Ltd.,INDOWIND,Power Generation/Distribution,134.71,2,2023-03,60.05,172.99,2022-03,24.56,0.13,2,2023-03,0,0,0.59,0.25,0.06,0.71,"INDOWIND,"
Surana Telecom And Power Ltd.,SURANAT&P,Power Generation/Distribution,128.84,2,2023-03,13.32,140.24,2022-03,29.45,7.92,2,2023-03,39.47,4.18,1.04,0.22,7.04,8.75,"SURANAT&P,"
WAA Solar Ltd.,541445,Power Generation/Distribution,99.97,2,2023-03,39.34,139.3,2022-03,46,6.3,1,2023-03,15.41,0.31,0.58,0.67,3.74,6.86,"541445,"
Energy Development Company Ltd.,ENERGYDEV,Power Generation/Distribution,79.8,2,2022-09,21.31,96.41,2022-03,42.98,7.23,1,2022-12,43.75,2.45,0.48,1.63,7.71,8.95,"ENERGYDEV,"
Sampann Utpadan India Ltd.,SEPOWER,Power Generation/Distribution,73.06,2,2023-03,89.07,162.12,2022-03,47.9,-2.97,2,2023-03,0,0,12.13,10.87,-32.28,-0.58,"SEPOWER,"
Karma Energy Ltd.,KARMAENG,Power Generation/Distribution,51.49,2,2023-03,5.08,56.57,2022-03,31.66,-1.62,1,2023-03,8.74,,1.34,0.58,-8.1,4.14,"KARMAENG,"
Gita Renewable Energy Ltd.,539013,Power Generation/Distribution,41,1,2023-03,,41,2022-03,0.24,2.38,1,2023-03,5.22,0.18,2.98,1.66,24.47,10.37,"539013,"
Sri KPR Industries Ltd.,514442,Power Generation/Distribution,33.34,2,2023-03,0.76,32.24,2022-03,8.94,0.35,2,2023-03,10.13,,0.3,0.02,0.45,0.67,"514442,"
KKV Agro Powers Ltd.,KKVAPOW,Power Generation/Distribution,32.37,1,2023-03,13.58,41.73,2022-03,447.53,1.19,1,2023-03,27.21,,1.57,0.26,6.17,12.46,"KKVAPOW,"
Veer Energy & Infrastructure Ltd.,503657,Power Generation/Distribution,19.27,1,2023-03,0,17.75,2022-03,5.22,0.8,1,2023-03,356.89,,0.3,0,1.26,1.2,"503657,"
Amalgamated Electricity Company Ltd.,501622,Power Generation/Distribution,10.19,1,2023-03,,10.19,2022-03,0,-0.12,1,2023-03,0,,-62.68,0,-1414.91,-1408.32,"501622,"
Suryachakra Power Corporation Ltd.,532874,Power Generation/Distribution,8.83,1,2017-03,58.56,52.58,2017-03,98.45,-117.94,1,2018-06,0,0,,-4.91,-250.68,-111.48,"532874,"
