Sector: Media & Entertainment,
Date: 29-Jul-2023,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: anjanr@wealthwisers.in,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),Year Ending,Net Sales (Rs. Cr.),Profit After Tax(Rs. Cr.),TTM Statement,TTM Ending,Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Phantom Digital Effects Ltd.,PHANTOMFX,TV Broadcasting & Software Production,515.59,1,2023-03,7.29,522.88,2022-03,22.33,4.9,1,2023-03,31.83,,10.09,0.48,174.81,120.42,"PHANTOMFX,"
Hindustan Media Ventures Ltd.,HMVL,Printing And Publishing,470.02,2,2023-03,56.97,488.63,2022-03,669.2,43.07,2,2023-06,0,,0.32,0.07,2.71,3.37,"HMVL,"
Balaji Telefilms Ltd.,BALAJITELE,"Film Production, Distribution & Entertainment",457.72,2,2023-03,100.5,525.78,2023-03,592.96,-37.99,2,2023-03,0,,1.16,0.25,-9.18,-3.22,"BALAJITELE,"
NDL Ventures Ltd.,NDLVENTURE,TV Broadcasting & Software Production,436.72,2,2023-03,,436.72,2022-03,1079.8,1.97,1,2023-03,0,0,6.43,2.6,0.92,3.24,"NDLVENTURE,"
Music Broadcast Ltd.,540366,TV Broadcasting & Software Production,409.64,1,2023-03,83.72,486.44,2022-03,168.43,-5.7,1,2023-06,93.85,,2.33,0,-0.94,-0.81,"540366,"
Shemaroo Entertainment Ltd.,SHEMAROO,"Film Production, Distribution & Entertainment",380.56,2,2023-03,312.78,691.2,2022-03,381.38,5.07,2,2023-06,48.81,,0.64,0.44,0.88,3.7,"SHEMAROO,"
UFO Moviez India Ltd.,UFO,"Film Production, Distribution & Entertainment",327.24,2,2023-03,80.54,340.02,2022-03,160.14,-90.28,2,2023-03,0,,1.22,0.32,-33.59,-27.31,"UFO,"
Channel Nine Entertainment Ltd.,535142,"Film Production, Distribution & Entertainment",284.13,1,2021-03,0.01,284.06,2021-03,,-0.03,1,2022-03,0,,9.21,0,-0.08,-0.48,"535142,"
Panorama Studios International Ltd.,539469,"Film Production, Distribution & Entertainment",278.81,2,2023-03,42.69,321.49,2022-03,82.91,-1.28,2,2023-03,7.48,,4.56,3.11,-6.16,6.93,"539469,"
Thinkink Picturez Ltd.,539310,"Film Production, Distribution & Entertainment",278.59,1,2023-03,0.51,279.1,2022-03,9.36,3.03,1,2023-03,62.66,1.33,3.56,0.02,9.56,12.75,"539310,"
Cineline India Ltd.,CINELINE,"Film Production, Distribution & Entertainment",271.57,2,2023-03,242.35,488.33,2022-03,45.01,-35.46,2,2023-03,164.89,,1.97,3.09,-31.14,-0.62,"CINELINE,"
Tips Films Ltd.,TIPSFILMS,"Film Production, Distribution & Entertainment",268.45,1,2023-03,17.55,277.59,2023-03,61.45,24.33,1,2023-03,11.03,0.02,2.92,0.19,31.35,38.04,"TIPSFILMS,"
Diksat Transworld Ltd.,540151,TV Broadcasting & Software Production,263.14,2,2023-03,7.67,270.81,2022-03,33.11,0.78,1,2023-03,136.63,,11.91,0.33,3.77,2.54,"540151,"
Raj Television Network Ltd.,RAJTV,TV Broadcasting & Software Production,226.91,1,2023-03,20.21,247.13,2022-03,69.26,1.09,1,2023-03,201.52,11.6,2.28,0.31,1.11,4.3,"RAJTV,"
Eros International Media Ltd.,EROSMEDIA,"Film Production, Distribution & Entertainment",181.37,2,2023-03,188.42,277.14,2022-03,373.13,-9.17,2,2023-03,0,,0.18,0.44,-0.88,3.5,"EROSMEDIA,"
DJ Mediaprint & Logistics Ltd.,DJML,Printing And Publishing,168.43,1,2023-03,10.88,178.61,2023-03,50.55,3.33,1,2023-03,50.61,1.31,5.89,0.38,12.35,17.01,"DJML,"
Bodhi Tree Multimedia Ltd.,BTML,TV Broadcasting & Software Production,167.13,2,2023-03,5.06,172.19,2022-03,59.08,2.96,2,2023-03,51.33,,6.84,0.59,39.17,26.53,"BTML,"
Vels Film International Ltd.,VELS,"Film Production, Distribution & Entertainment",120.11,2,2023-03,77.52,197.63,2022-03,26.62,3.25,1,2023-03,18.24,,2.23,2.72,17.31,11.75,"VELS,"
Mukta Arts Ltd.,MUKTAARTS,"Film Production, Distribution & Entertainment",119.09,2,2023-03,68.44,171.49,2022-03,131.73,6.22,2,2023-03,0,0,-8.35,15.08,876.39,31.09,"MUKTAARTS,"
Pooja Entertainment & Films Ltd.,532011,"Film Production, Distribution & Entertainment",97.93,2,2023-03,12.42,110.35,2022-03,24.52,2.8,2,2023-03,34.15,,2.28,0.22,7.44,7.43,"532011,"
Digicontent Ltd.,DGCONTENT,Printing & Stationery,94.26,2,2023-03,74.77,165.72,2022-03,324.13,21.05,2,2023-06,0,,-15.1,12.2,0,64.82,"DGCONTENT,"
B.A.G. Films and Media Ltd.,BAGFILMS,"Film Production, Distribution & Entertainment",89.06,2,2023-03,,89.06,2022-03,120.77,4.96,2,2023-03,0,0,0.64,0.99,3.7,5.67,"BAGFILMS,"
Sumuka Agro Industries Ltd.,532070,Printing & Stationery,86.14,1,2023-03,0.58,86.72,2022-03,1.39,0.24,1,2023-03,37.11,1.56,9.4,0.34,14.06,13.86,"532070,"
Cinevista Ltd.,CINEVISTA,"Film Production, Distribution & Entertainment",83.68,2,2023-03,23.39,102.63,2023-03,0.8,-27.98,2,2023-03,0,,-18.58,-5.56,-294.94,-73,"CINEVISTA,"
JMD Ventures Ltd.,511092,"Film Production, Distribution & Entertainment",75.67,1,2023-03,0,75.31,2023-03,4.19,2.5,1,2023-03,30.31,1.02,2.17,0,7.41,8.85,"511092,"
Mediaone Global Entertainment Ltd.,503685,"Film Production, Distribution & Entertainment",71.39,1,2023-03,34.14,105.54,2022-03,0.17,-4.45,1,2023-03,18.8,3.81,-1.85,-0.79,0,0,"503685,"
Baba Arts Ltd.,532380,"Film Production, Distribution & Entertainment",66.1,1,2023-03,,54.1,2022-03,18.02,2.98,1,2023-03,64.74,1.35,2.83,0,14.26,19.72,"532380,"
VR Films & Studios Ltd.,542654,"Film Production, Distribution & Entertainment",61.58,1,2023-03,8.58,70.15,2022-03,14,1.85,1,2023-03,74.91,1.61,2.92,0.55,17.23,19.21,"542654,"
Landmarc Leisure Corporation Ltd.,532275,TV Broadcasting & Software Production,60.8,1,2023-03,11.8,72.01,2022-03,0.01,-1.36,1,2023-03,0,0,2.34,0.33,-4.52,-3.42,"532275,"
Sambhaav Media Ltd.,SAMBHAAV,Printing And Publishing,60.2,2,2023-03,10.52,69.99,2022-03,45.01,0.01,2,2023-03,0,,0.73,0.11,0.02,2.45,"SAMBHAAV,"
Colorchips New Media Ltd.,540023,TV Broadcasting & Software Production,57.66,2,2023-03,0.02,57.68,2022-03,4.54,0.36,2,2023-03,0,,3.27,0,1.19,-1.04,"540023,"
Siti Networks Ltd.,532795,TV Broadcasting & Software Production,56.68,2,2023-03,916.31,790.34,2022-03,1445.85,-260.59,2,2023-03,0,,-0.09,-1.96,0,-22,"532795,"
Pritish Nandy Communications Ltd.,PNC,"Film Production, Distribution & Entertainment",53.01,2,2023-03,1.78,54.56,2022-03,44.71,-0.34,2,2023-03,0,0,0.74,0.02,-0.45,-0.08,"PNC,"
Galaxy Cloud Kitchens Ltd.,506186,"Film Production, Distribution & Entertainment",51.05,1,2023-03,7.46,58.51,2022-03,40.74,0.9,1,2023-03,0,0,-12.45,0.13,100.32,173.15,"506186,"
Sadhna Broadcast Ltd.,540821,TV Broadcasting & Software Production,48.93,1,2023-03,4.16,53.09,2022-03,23.89,0.31,1,2023-03,0,,3.45,0.36,2.12,2.02,"540821,"
Shalimar Productions Ltd.,512499,"Film Production, Distribution & Entertainment",48.23,1,2023-03,0.26,48.48,2022-03,4.93,0.06,1,2023-03,669.89,38.82,0.47,0,0.06,0.09,"512499,"
GV Films Ltd.,523277,"Film Production, Distribution & Entertainment",42.07,2,2023-03,15.57,57.64,2022-03,0.81,-1.36,2,2023-03,0,0,2.13,0.72,-6,-1.71,"523277,"
Unistar Multimedia Ltd.,532035,"Film Production, Distribution & Entertainment",41.58,1,2023-03,1.63,43.21,2022-03,1.78,0.95,2,2023-03,116.79,1.49,1.81,0,10.37,11.84,"532035,"
Gala Global Products Ltd.,539228,Printing & Stationery,37.56,1,2023-03,24.32,61.87,2022-03,103.39,1.31,1,2023-06,0,0,0.88,0.45,3.15,5.37,"539228,"
Diligent Media Corporation Ltd.,DNAMEDIA,Printing And Publishing,34.37,1,2023-03,436.27,470.64,2022-03,6.48,-6.92,1,2023-03,0.36,0.03,-0.07,-0.79,0,0,"DNAMEDIA,"
Cyber Media Research & Services Ltd.,CMRSL,Printing And Publishing,33.67,2,2023-03,6.8,40.47,2022-03,56.42,1.51,2,2023-03,15.9,,2.68,2.65,51.55,28.66,"CMRSL,"
Next Mediaworks Ltd.,NEXTMEDIA,Printing And Publishing,32.78,2,2023-03,140.31,169,2022-03,25.66,-30.75,2,2023-06,0,,-0.4,-2.7,0,-17.65,"NEXTMEDIA,"
DSJ Keep Learning Ltd.,526677,Printing And Publishing,29.25,1,2023-03,2.74,31.86,2022-03,4.82,1.27,1,2023-03,457.1,7.8,46.65,-7.83,0,100.94,"526677,"
Madhuveer Com 18 Network Ltd.,531910,"Film Production, Distribution & Entertainment",29.1,2,2023-03,0,28.89,2023-03,0.1,0.01,2,2023-03,0,,4.29,0,0.16,0.27,"531910,"
Picturehouse Media Ltd.,532355,"Film Production, Distribution & Entertainment",27.95,2,2023-03,85.43,113.38,2022-03,16.06,-70.89,2,2023-03,0.14,,-0.39,-0.69,0,0,"532355,"
City Pulse Multiplex Ltd.,542727,"Film Production, Distribution & Entertainment",27.54,1,2023-03,2,29.54,2022-03,0.47,-0.39,1,2023-03,0,,5.14,0.38,-7.21,-5.23,"542727,"
Sungold Media And Entertainment Ltd.,541799,"Film Production, Distribution & Entertainment",26.53,1,2023-03,0,26.34,2023-03,0.72,0.02,1,2023-03,0,,2.3,0,0.2,0.26,"541799,"
Labelkraft Technologies Ltd.,543830,Printing & Stationery,25.95,1,,,25.95,-0,,,1,2023-03,126.6,,,,,,"543830,"
Cyber Media (India) Ltd.,CYBERMEDIA,Printing And Publishing,24.44,2,2023-03,10.4,26.45,2022-03,71.57,1.52,2,2023-03,4.91,0.27,-3.98,-1.77,0,49.05,"CYBERMEDIA,"
WinPro Industries Ltd.,531337,"Film Production, Distribution & Entertainment",23.49,1,2023-03,0.34,23.7,2022-03,,-0.82,1,2023-03,0,,1.17,0.03,-3.94,-2.76,"531337,"
Brandbucket Media & Technology Ltd.,543439,TV Broadcasting & Software Production,23.16,1,2023-03,,23.16,2022-03,17.27,0.23,1,2023-03,86.74,,0.66,0,4.18,6.1,"543439,"
Infomedia Press Ltd.,INFOMEDIA,Printing And Publishing,22.64,1,2023-03,35.6,57.66,2022-03,,-2.35,1,2023-06,0,0,-0.45,-0.73,0,0,"INFOMEDIA,"
Inland Printers Ltd.,530787,Printing And Publishing,21.46,1,2023-03,0.6,22.06,2022-03,,-0.22,1,2023-03,0,,9.22,0.14,-23.83,-13.88,"530787,"
Madhya Pradesh Today Media Ltd.,MPTODAY,Printing And Publishing,19.41,1,2023-03,3.01,22.42,2022-03,20.04,3.01,1,2023-03,7.96,1.5,0.5,0.14,8.61,11.57,"MPTODAY,"
Silly Monks Entertainment Ltd.,SILLYMONKS,"Film Production, Distribution & Entertainment",19.25,2,2023-03,,19.25,2022-03,26.68,-2.16,2,2023-03,0,,2.64,0.02,-16.84,-17.5,"SILLYMONKS,"
DAPS Advertising Ltd.,543651,Printing And Publishing,17.34,1,2023-03,0.27,17.61,2022-03,18.68,1.09,1,2023-03,8.73,1.48,1.29,0.05,14,20.29,"543651,"
Interworld Digital Ltd.,532072,"Film Production, Distribution & Entertainment",15.31,1,2023-03,1.1,16.41,2022-03,0.09,-37.69,1,2023-03,0,0,0.18,0.01,-36.67,-36.68,"532072,"
Encash Entertainment Ltd.,538684,"Film Production, Distribution & Entertainment",15.1,1,2023-03,,15.1,2022-03,0.13,0.01,1,2022-03,0,,1.67,0,0.06,0,"538684,"
Hathway Bhawani Cabletel & Datacom Ltd.,509073,TV Broadcasting & Software Production,13.12,2,2023-03,,13.12,2022-03,3.82,0.86,2,2023-06,63.09,2.67,7.02,0,70.98,82.84,"509073,"
Orient Tradelink Ltd.,531512,"Film Production, Distribution & Entertainment",11.95,1,2023-03,3.2,15.15,2022-03,11.34,0.59,1,2023-03,13.78,1.1,0.95,0.32,5.97,8.83,"531512,"
Net Pix Shorts Digital Media Ltd.,543247,"Film Production, Distribution & Entertainment",10.78,1,2023-03,0.54,11.33,2022-03,0.45,-0.24,1,2023-03,0,,1.83,0.09,-3.99,-4.41,"543247,"
Antarctica Ltd.,ANTGRAPHIC,Printing And Publishing,10.08,1,2023-03,3.05,12.72,2022-03,1.03,0.02,1,2023-03,0,,0.18,0.23,0.12,0.09,"ANTGRAPHIC,"
TV Vision Ltd.,540083,TV Broadcasting & Software Production,9.37,2,2023-03,0.01,9.38,2022-03,80.26,-31.45,2,2023-03,0,,-0.1,-1.46,0,-58.54,"540083,"
Nouveau Global Ventures Ltd.,531465,"Film Production, Distribution & Entertainment",9.09,1,2023-03,7.87,16.8,2022-03,2.36,-0.11,1,2023-03,0,0,1.25,1.08,-1.48,0.24,"531465,"
Radaan Mediaworks India Ltd.,RADAAN,"Film Production, Distribution & Entertainment",8.94,2,2023-03,34.05,42.99,2022-03,9.89,-4.34,2,2023-03,0,,-0.56,-2.9,0,-12.6,"RADAAN,"
Vision Cinemas Ltd.,526441,"Film Production, Distribution & Entertainment",8.07,2,2023-03,0,8.08,2022-03,,-0.32,1,2023-03,45.36,,0.56,0,-4.26,-3.77,"526441,"
Creative Eye Ltd.,532392,TV Broadcasting & Software Production,7.3,1,2023-03,5.6,2.22,2022-03,3.08,-0.94,1,2023-03,0,,0.32,0.28,-4.02,-0.93,"532392,"
Sharpline Broadcast Ltd.,543341,TV Broadcasting & Software Production,7.14,1,2023-03,22.62,29.76,2022-03,15.35,0.68,1,2023-03,0,0,0.52,0.49,5.95,6.56,"543341,"
Perfect-Octave Media Projects Ltd.,521062,TV Broadcasting & Software Production,6.8,1,2023-03,3.39,10.18,2023-03,1.56,0.42,1,2023-03,16.17,0.74,0.82,0.41,5.17,4.57,"521062,"
Spicy Entertainment & Media Ltd.,540084,"Film Production, Distribution & Entertainment",6.37,1,2023-03,,6.37,2022-03,4.13,0.04,1,2022-03,167.72,,0.37,0,0.22,0.3,"540084,"
Ganesh Films India Ltd.,541703,"Film Production, Distribution & Entertainment",5.52,1,2023-03,2.01,7.53,2022-03,0.04,-0.68,1,2023-03,0,,0.46,0.27,-5.5,-2.4,"541703,"
Sri Adhikari Brothers Television Network Ltd.,SABTN,"Film Production, Distribution & Entertainment",5.38,2,2023-03,2.36,7.74,2022-03,,-21.24,2,2023-03,0,,-0.05,-2.31,0,-18.74,"SABTN,"
Quantum Digital Vision (India) Ltd.,530281,"Film Production, Distribution & Entertainment",5.1,1,2023-03,3.16,8.26,2022-03,,0.17,1,2023-03,283.27,12.39,-0.47,-0.62,0,0,"530281,"
SDC Techmedia Ltd.,535647,"Film Production, Distribution & Entertainment",4.71,1,2023-03,14.26,18.98,2022-03,4.61,-1.4,1,2023-03,14.15,,1.05,3.97,-26.83,-3.63,"535647,"
VASA Retail And Overseas Ltd.,VASA,Printing & Stationery,4.49,1,2023-03,22.25,26.74,2022-03,4.46,-9.51,1,2023-03,0,,-0.71,-3.54,0,-31.1,"VASA,"
52 Weeks Entertainment Ltd.,531925,"Film Production, Distribution & Entertainment",4.39,1,2023-03,3.71,8.11,2022-03,,-1.83,1,2023-03,0,,0.28,0.23,-10.87,-4.85,"531925,"
Olympic Cards Ltd.,534190,Printing And Publishing,4.26,1,2023-03,28.15,32.41,2022-03,6.86,-5.59,1,2023-03,0,,0.63,3.21,-40.59,-3.95,"534190,"
Kiran Print-Pack Ltd.,531413,Printing & Stationery,4.09,1,2023-03,,4.09,2022-03,0.78,0.04,1,2023-03,0,0,1.48,0,1.44,1.53,"531413,"
Sea TV Network Ltd.,533268,TV Broadcasting & Software Production,3.68,2,2023-03,10.2,13.87,2022-03,12.53,-3.74,2,2023-03,0,0,-0.05,-0.99,0,-967.59,"533268,"
SAB Events & Governance Now Media Ltd.,SABEVENTS,Printing And Publishing,3.62,1,2023-03,8.11,5.6,2022-03,1.51,-1.14,1,2023-03,0,,-21.95,2.88,-81.75,-22.12,"SABEVENTS,"
Ortel Communications Ltd.,ORTEL,TV Broadcasting & Software Production,3.46,1,2021-03,229.82,229.22,2021-03,67.97,-21.96,1,2021-06,0,,,-2.96,0,-13.46,"ORTEL,"
Kome-On Communication Ltd.,539910,"Film Production, Distribution & Entertainment",3.21,1,2023-03,,3.2,2022-03,,-0.2,1,2023-03,0,,0.24,0,-1.34,-1.34,"539910,"
Vision Corporation Ltd.,531668,"Film Production, Distribution & Entertainment",3.14,1,2023-03,0.6,3.66,2022-03,1.9,0.04,1,2023-03,285.03,35.97,0.34,0.04,0.39,0.39,"531668,"
Padmalaya Telefilms Ltd.,532350,TV Broadcasting & Software Production,3.06,1,2023-03,0.11,3.17,2022-03,,-0.26,1,2023-03,0,0,0.18,0,-1.53,-1.53,"532350,"
Esha Media Research Ltd.,531259,TV Broadcasting & Software Production,2.97,1,2023-03,7.76,10.73,2022-03,0.2,-0.17,1,2023-03,0,0,-0.39,-1.09,0,-23.27,"531259,"
Cinerad Communications Ltd.,530457,"Film Production, Distribution & Entertainment",2.68,1,2023-03,,2.68,2022-03,,-0.08,1,2023-03,0,0,2.38,0,-6.22,-6,"530457,"
Purple Entertainment Ltd.,540159,"Film Production, Distribution & Entertainment",2.68,1,2023-03,9.82,4.85,2022-03,0.04,0.3,1,2023-03,16.15,0.37,0.28,0.84,3.34,2.89,"540159,"
Universal Arts Ltd.,532378,"Film Production, Distribution & Entertainment",2.37,2,2023-03,,2.37,2022-03,0.95,-0.18,1,2023-03,0,,0.31,0,-2.64,-2.61,"532378,"
ACE EduTrend Ltd.,530093,"Film Production, Distribution & Entertainment",2.35,1,2023-03,,2.35,2022-03,,-0.44,1,2023-03,0,0,0.26,0,-4.69,-4.35,"530093,"
Sanguine Media Ltd.,531898,"Film Production, Distribution & Entertainment",2.17,1,2023-03,11.53,13.7,2022-03,,-0.01,1,2021-09,0,,0.02,0.09,-0.01,-0.01,"531898,"
Encode Packaging India Ltd,530733,Printing And Publishing,2.01,1,2023-03,0.1,2.11,2022-03,1.06,0.05,1,2023-03,0,,0.62,0.02,1.43,2.12,"530733,"
Khyati Multimedia Entertainment Ltd.,531692,"Film Production, Distribution & Entertainment",1.57,1,2023-03,,1.57,2022-03,0.23,-0.08,1,2023-03,0,0,0.81,0.32,-3.95,-4.19,"531692,"
BMB Music & Magnetics Ltd.,531420,"Film Production, Distribution & Entertainment",1.47,1,2023-03,,1.47,2022-03,0,-0.28,1,2023-03,17.96,1.58,0.63,0,-11.66,-11.61,"531420,"
