Sector: Information Technology,
Date: 29-Jul-2023,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: anjanr@wealthwisers.in,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),Year Ending,Net Sales (Rs. Cr.),Profit After Tax(Rs. Cr.),TTM Statement,TTM Ending,Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Persistent Systems Ltd.,PERSISTENT,IT - Software,36133.98,2,2023-03,428.51,35659.21,2023-03,8350.59,921.09,2,2023-06,38.51,1.6,8.8,0.11,26.36,31.44,"PERSISTENT,"
Oracle Financial Services Software Ltd.,OFSS,IT - Software,33000.44,2,2023-03,0,27530.7,2023-03,5698.31,1806.14,2,2023-06,18.24,2.32,4.24,0,25.35,35.48,"OFSS,"
PB Fintech Ltd.,POLICYBZR,Fintech,32214.83,2,2023-03,,31452.11,2022-03,1424.89,-832.91,2,2023-03,0,,5.85,0,-24.56,-22.14,"POLICYBZR,"
KPIT Technologies Ltd.,KPITTECH,IT - Software,29377.25,2,2023-03,49.21,28877.33,2022-03,2432.39,276.04,2,2023-06,68.59,,16.46,0,22.24,28.84,"KPITTECH,"
Coforge Ltd.,COFORGE,IT - Software,28552.04,2,2023-03,338.2,28311.54,2023-03,8014.6,745.1,2,2023-06,40.27,1.86,9.01,0.11,26.28,31.71,"COFORGE,"
Indiamart Intermesh Ltd.,INDIAMART,e-Commerce,18922.26,2,2023-03,0,18863.98,2023-03,985.4,283.83,2,2023-06,59.11,1.52,8.77,0,14.58,19.3,"INDIAMART,"
Tanla Platforms Ltd.,TANLA,IT - Software,16430.45,2,2023-03,,15718.88,2022-03,3205.97,539.28,2,2023-06,33.98,0.5,9.92,0,48.23,60.27,"TANLA,"
Cyient Ltd.,CYIENT,IT - Software,16190.73,2,2023-03,933.6,16404.93,2023-03,6015.9,514.4,2,2023-06,28.57,4.43,4.51,0.27,15.8,19.92,"CYIENT,"
Sonata Software Ltd.,SONATSOFTW,IT - Software,14887.75,2,2023-03,493.58,14651.07,2023-03,7449.12,451.9,2,2023-03,33.04,1.76,11.56,0.38,37.85,42.01,"SONATSOFTW,"
Happiest Minds Technologies Ltd.,HAPPSTMNDS,IT - Software,14083.14,2,2023-03,467.55,13858.86,2023-03,1429.29,230.99,2,2023-03,60.97,0.88,10.53,0.56,30.84,30.67,"HAPPSTMNDS,"
Affle (India) Ltd.,AFFLE,BPO/ITeS,13946.06,2,2023-03,103.09,13403.44,2022-03,1081.66,214.69,2,2023-03,57.02,,9.52,0.13,28,27.95,"AFFLE,"
Birlasoft Ltd.,BSOFT,IT - Software,11447.63,2,2023-03,0,10894.14,2023-03,4794.77,331.58,2,2023-06,32.86,5.9,4.5,0,13.35,18.33,"BSOFT,"
Computer Age Management Services Ltd.,CAMS,BPO/ITeS,11436.86,2,2023-03,0,11216.6,2023-03,971.83,284.63,2,2023-03,40.04,2.91,15.66,0,42.3,54.26,"CAMS,"
Zensar Technologies Ltd.,ZENSARTECH,IT - Software,11144.33,2,2023-03,0,10416.33,2023-03,4848.2,327.6,2,2023-06,27.27,4.34,3.58,0,11.66,16.67,"ZENSARTECH,"
Firstsource Solutions Ltd.,FSL,BPO/ITeS,9836.93,2,2023-03,826.98,10508.35,2023-03,6022.32,513.71,2,2023-03,19.15,2.02,2.98,0.25,16.35,16.86,"FSL,"
Intellect Design Arena Ltd.,INTELLECT,IT - Software,9410.31,2,2023-03,0,9313.21,2023-03,2231.25,268.59,2,2023-06,32.24,0.77,4.62,0,14.66,19.13,"INTELLECT,"
Route Mobile Ltd.,ROUTE,IT - Software,9393.33,2,2023-03,106.15,8619.6,2022-03,2002.03,170.08,2,2023-06,26.83,1.2,5.16,0,14.75,17.34,"ROUTE,"
eClerx Services Ltd.,ECLERX,BPO/ITeS,8411.28,2,2023-03,0.99,7984.34,2022-03,2160.34,417.76,2,2023-03,17.14,5.12,4.88,0,27.46,38.01,"ECLERX,"
CE Info Systems Ltd.,MAPMYINDIA,IT - Software,7944.75,2,2023-03,17.47,7858.45,2022-03,200.44,87.07,2,2023-03,74.3,,14.7,0.01,27.03,29.6,"MAPMYINDIA,"
Just Dial Ltd.,JUSTDIAL,BPO/ITeS,6633.07,2,2023-03,,6633.07,2022-03,646.95,70.83,2,2023-06,22.5,,1.77,0,3.03,3.79,"JUSTDIAL,"
Quess Corp Ltd.,QUESS,BPO/ITeS,6353.19,2,2023-03,531.08,6318.16,2022-03,13691.78,250.98,2,2023-03,28.3,2.03,2.47,0.25,10.64,14.93,"QUESS,"
Mastek Ltd.,MASTEK,IT - Software,6184.77,2,2023-03,370.78,6347.4,2022-03,2183.84,333.42,2,2023-06,21.65,0.41,3.52,0.18,35.52,38.29,"MASTEK,"
CMS Info Systems Ltd.,CMSINFO,BPO/ITeS,6002.3,2,2023-03,,5846.05,2022-03,1589.67,224.04,2,2023-06,19.16,0.59,3.64,0,20.68,28.19,"CMSINFO,"
Newgen Software Technologies Ltd.,NEWGEN,IT - Software,5653.82,2,2023-03,4.24,5449.71,2023-03,973.98,176.27,2,2023-06,30.22,1.56,5.74,0,20.04,24.63,"NEWGEN,"
R Systems International Ltd.,RSYSTEMS,IT - Software,5456.75,2,2022-12,2.04,5228.27,2022-12,1515.83,139.68,2,2023-03,37.34,0.85,9.37,0,27.78,34.7,"RSYSTEMS,"
Zen Technologies Ltd.,ZENTEC,IT - Software,5267.05,2,2023-03,5.9,5105.58,2022-03,69.75,2.61,2,2023-03,123.24,,16.13,0.05,1.08,1.92,"ZENTEC,"
RateGain Travel Technologies Ltd.,RATEGAIN,IT - Software,4929.52,2,2023-03,,4728.06,2022-03,366.59,8.42,2,2023-03,72.07,,6.95,0,2.09,3.61,"RATEGAIN,"
Hinduja Global Solutions Ltd.,HGS,BPO/ITeS,4927.2,2,2023-03,320.77,4037.52,2022-03,3263.69,3.06,2,2023-03,14.23,0.14,0.66,0.04,0.06,1.14,"HGS,"
Brightcom Group Ltd.,BCG,IT - Software,4836.38,2,2023-03,,3424.65,2022-03,5019.59,912.2,2,2023-03,3.53,0.22,0.69,0,21.33,29.42,"BCG,"
Nazara Technologies Ltd.,NAZARA,IT - Software,4397.6,2,2023-03,30.4,4098.8,2022-03,621.7,50.7,2,2023-03,111.52,,3.98,0,6.05,8.37,"NAZARA,"
Infibeam Avenues Ltd.,INFIBEAM,Fintech,4000.61,2,2023-03,,3728.18,2022-03,1293.93,83.65,2,2023-03,28.66,1.99,1.26,0,2.91,3.43,"INFIBEAM,"
eMudhra Ltd.,EMUDHRA,BPO/ITeS,3749.43,2,2023-03,15.65,3666.7,2023-03,248.76,61.2,2,2023-06,59.26,1.15,9.62,0.04,22.98,24.99,"EMUDHRA,"
Saksoft Ltd.,SAKSOFT,IT - Software,3220.22,2,2023-03,0,3076.66,2023-03,665.6,81.98,2,2023-03,39.47,1.3,8.06,0,22.85,29.6,"SAKSOFT,"
Datamatics Global Services Ltd.,DATAMATICS,IT - Software,3195.94,2,2023-03,0,3042.06,2022-03,1201.05,155.43,2,2023-03,16.91,1.01,3.05,0.06,19.77,24.21,"DATAMATICS,"
MSTC Ltd.,MSTCLTD,e-Commerce,3141.95,2,2023-03,145,1686.12,2022-03,876.15,199.13,2,2023-03,12.99,1.75,3.99,0.23,32.86,31.11,"MSTCLTD,"
Nucleus Software Exports Ltd.,NUCLEUS,IT - Software,2914.95,2,2023-03,0,2863.84,2023-03,634.46,127.79,2,2023-03,22.81,1.49,4.77,0,23.14,31.17,"NUCLEUS,"
Aurionpro Solutions Ltd.,AURIONPRO,IT - Software,2812.5,2,2023-03,74.64,2844.32,2022-03,505.01,75.57,2,2023-06,25.8,0.8,5.03,0.13,20.61,22.88,"AURIONPRO,"
Expleo Solutions Ltd.,EXPLEOSOL,IT - Software,2465.93,2,2023-03,0.47,2310.69,2023-03,903.3,133.89,2,2023-03,18.34,0.55,4.63,0,28.96,40.69,"EXPLEOSOL,"
Cigniti Technologies Ltd.,CIGNITITEC,IT - Software,2158.17,2,2023-03,30.44,2081.86,2023-03,1647.58,168.32,2,2023-03,12.72,0.32,3.66,0.05,32.25,40.13,"CIGNITITEC,"
Accelya Solutions India Ltd.,ACCELYA,IT - Software,2057.36,2,2023-06,,2001.31,2022-06,368.4,76.19,2,2023-06,16.22,,7.61,0,30.4,42.56,"ACCELYA,"
Aptech Ltd.,APTECHT,IT - Education,1878.19,2,2023-03,,1787.25,2022-03,226.1,49.44,2,2023-03,27.75,1.34,6.88,0,27.3,23.28,"APTECHT,"
Subex Ltd.,SUBEXLTD,IT - Software,1834.94,2,2023-03,,1725.79,2022-03,333.44,20.99,2,2023-03,0,,3.52,0,3.79,6.51,"SUBEXLTD,"
Axiscades Technologies Ltd.,AXISCADES,IT - Software,1779.13,2,2023-03,314,1993.51,2022-03,610.31,23.14,2,2023-03,0,0,5.24,0.15,7.49,14.41,"AXISCADES,"
Moschip Technologies Ltd.,532407,IT - Software,1696.49,2,2023-03,39.31,1722.52,2022-03,147.64,6.45,2,2023-06,216.69,5.34,8.88,0.98,11.77,12.54,"532407,"
Vakrangee Ltd.,VAKRANGEE,BPO/ITeS,1666.61,2,2023-03,57.77,1688.63,2022-03,778.69,109.52,2,2023-06,262.58,,13.4,0,4.06,5.23,"VAKRANGEE,"
Matrimony.Com Ltd.,MATRIMONY,BPO/ITeS,1437.02,2,2023-03,0,1212.75,2023-03,455.77,46.67,2,2023-03,30.8,,5.73,0,16.7,21.95,"MATRIMONY,"
Sasken Technologies Ltd.,SASKEN,IT - Software,1401.99,2,2023-03,0,1374.03,2023-03,446.98,99.47,2,2023-06,12.79,3.34,1.9,0,14.57,18.03,"SASKEN,"
RPSG Ventures Ltd.,RPSGVENT,IT - Software,1397.66,2,2023-03,2638.9,3548.48,2023-03,7166.23,-59.02,2,2023-03,0,,0.59,1.11,-2.43,14.21,"RPSGVENT,"
Onward Technologies Ltd.,ONWARDTEC,IT - Software,1294.82,2,2023-03,0.51,1247.83,2023-03,440.93,11.48,2,2023-06,61.21,5.41,7.16,0,6.95,11.65,"ONWARDTEC,"
KSolves India Ltd.,KSOLVES,IT - Software,1292.13,2,2023-03,0,1283.52,2023-03,78.31,24.72,2,2023-06,47.82,,43.11,0,126.58,168.86,"KSOLVES,"
Infobeans Technologies Ltd.,INFOBEAN,IT - Software,1189.29,2,2023-03,0,1144.75,2023-03,385.32,35.96,2,2023-03,33.42,2.02,4.48,0,14.44,21.62,"INFOBEAN,"
Xchanging Solutions Ltd.,XCHANGING,IT - Software,1140.11,2,2023-03,,625.18,2022-03,174.27,52.57,2,2023-03,25.39,1.08,1.69,0,8.99,10.44,"XCHANGING,"
Genesys International Corporation Ltd.,GENESYS,IT - Software,1129.17,2,2023-03,32.39,1143.56,2022-03,119.63,-39.69,2,2023-03,59.17,1.96,2.78,0.1,-21.19,-16.43,"GENESYS,"
63 Moons Technologies Ltd.,63MOONS,IT - Software,1126.85,2,2023-03,,-310.71,2022-03,160.26,-74.38,2,2023-03,0,,0.36,0,-2.4,-2.37,"63MOONS,"
NIIT Ltd.,NIITLTD,IT - Education,1101.7,2,2023-03,0.53,1031.49,2022-03,1379.43,233.77,2,2023-03,346.18,8.19,1.1,0.01,15.01,18.2,"NIITLTD,"
D-Link (India) Ltd.,DLINKINDIA,IT - Networking,1092.48,2,2023-03,,1055.15,2022-03,918.32,42.29,2,2023-03,12.82,0.63,2.93,0,14.87,20.18,"DLINKINDIA,"
Cressanda Solutions Ltd.,512379,IT - Software,1029.09,1,2023-03,1.09,1030.17,2022-03,0.18,0.27,2,2023-03,169.26,11.39,,0,1.1,0.84,"512379,"
Ramco Systems Ltd.,RAMCOSYS,IT - Software,917.71,2,2023-03,38,887.91,2023-03,492.22,-206.86,2,2023-03,0,,1.89,0.08,-39.59,-36.37,"RAMCOSYS,"
Allsec Technologies Ltd.,ALLSEC,BPO/ITeS,914.45,2,2023-03,,824.05,2022-03,317.2,35.64,2,2023-06,17.97,,3.73,0,15.02,26.66,"ALLSEC,"
Aurum Proptech Ltd.,AURUM,IT - Software,911.86,2,2023-03,5.63,872.15,2022-03,15.79,-13.27,2,2023-06,0,,4.12,0.01,-7.75,-9.59,"AURUM,"
Tracxn Technologies Ltd.,TRACXN,IT - Software,853.39,1,2023-03,2.79,856.18,2022-03,63.45,-4.85,1,2023-03,25.79,,14.27,0,0,-21.15,"TRACXN,"
Quick Heal Technologies Ltd.,QUICKHEAL,IT - Software,846.65,2,2023-03,0,834.8,2023-03,278.09,6.4,2,2023-06,0,,2.13,0,1.24,1.53,"QUICKHEAL,"
Onmobile Global Ltd.,ONMOBILE,IT - Software,804.25,2,2023-03,8,725.83,2022-03,519.54,32.46,2,2023-03,119.49,,1.23,0,5.1,7.64,"ONMOBILE,"
Kellton Tech Solutions Ltd.,KELLTONTEC,IT - Software,785.57,2,2023-03,135.31,920.88,2022-03,842.67,70.45,2,2023-03,0,0,2.11,0.24,15.74,17.04,"KELLTONTEC,"
Allied Digital Services Ltd.,ADSL,IT - Software,784.61,2,2023-03,35.15,736.31,2023-03,660.07,53.74,2,2023-03,113.38,,1.49,0.07,10.24,13.45,"ADSL,"
Innovana Thinklabs Ltd.,INNOVANA,IT - Software,713.61,2,2023-03,1.36,710.51,2022-03,57.58,21.47,2,2023-03,26.53,0.28,6.7,0.04,28.14,34.79,"INNOVANA,"
Dynacons Systems & Solutions Ltd.,DSSL,IT - Software,704.97,2,2023-03,65.43,724.54,2022-03,653.98,16.43,2,2023-03,21.15,0.31,6.76,0.92,28.63,28.25,"DSSL,"
Creative Newtech Ltd.,CREATIVE,BPO/ITeS,681.66,2,2023-03,88.93,761.4,2022-03,933.88,19.25,2,2023-03,25.02,,5.95,0.8,27.65,25.09,"CREATIVE,"
Network People Services Technologies Ltd.,NPST,IT - Software,663.68,2,2022-03,0,662.7,2022-03,19.24,1.5,2,2023-03,101.73,,22.83,0,10.37,13.93,"NPST,"
Nintec Systems Ltd.,NINSYS,IT - Software,651.35,1,2023-03,,651.35,2022-03,19.81,2.77,1,2023-03,117.36,2.64,33.63,0,22.01,29.27,"NINSYS,"
ASM Technologies Ltd.,526433,IT - Software,591.2,2,2023-03,60.95,642.25,2023-03,220.41,7.14,2,2023-03,61.97,0.87,8.17,0.85,10.42,15.23,"526433,"
XT Global Infotech Ltd.,531225,IT - Software,579.08,2,2023-03,35.31,611.66,2022-03,216.74,20.22,2,2023-03,36.72,,3.71,0.39,19.51,15.55,"531225,"
3I Infotech Ltd.,3IINFOLTD,IT - Software,560.32,2,2023-03,38.09,531.68,2022-03,677.01,-57.49,2,2023-06,0,,0.87,0.08,-8.05,-4.28,"3IINFOLTD,"
One Point One Solutions Ltd.,ONEPOINT,BPO/ITeS,485.66,2,2023-03,18.22,501.42,2022-03,131.69,3.41,2,2023-03,55.25,,7.19,0.32,7.58,20.91,"ONEPOINT,"
Digispice Technologies Ltd.,DIGISPICE,IT - Software,484.66,2,2023-03,83.71,185.22,2022-03,990.61,6.4,2,2023-06,0,0,2.01,0.23,2.75,5.01,"DIGISPICE,"
Sigma Solve Ltd.,SIGMA,BPO/ITeS,452.72,2,2023-03,3.86,456.58,2022-03,41.09,14.16,1,2023-03,237.53,,36.85,0.02,77.18,58.54,"SIGMA,"
Softsol India Ltd.,532344,IT - Software,428.07,2,2023-03,,428.07,2022-03,74.26,16.72,2,2023-03,0,0,2.64,0,9.98,12.29,"532344,"
Trigyn Technologies Ltd.,TRIGYN,IT - Software,391.13,2,2023-03,2.06,393.2,2022-03,1040.58,39.07,2,2023-03,11.35,622.77,0.58,0.01,6.71,10.45,"TRIGYN,"
FCS Software Solutions Ltd.,FCSSOFT,IT - Software,386.36,2,2023-03,18.61,399.68,2022-03,34.62,-0.05,2,2023-03,264.63,17.49,2.2,0.13,-0.03,1.43,"FCSSOFT,"
Bartronics India Ltd.,532694,IT - Software,383.77,2,2023-03,175.66,549.83,2022-03,65.44,-50.3,2,2023-03,0.93,,0.72,17.36,-62.79,0.13,"532694,"
Blue Cloud Softech Solutions Ltd.,539607,IT - Software,375.27,1,2023-03,0.21,375.46,2023-03,29.04,0.66,1,2023-03,565.17,8.59,30.45,0.02,5.68,7.42,"539607,"
CyberTech Systems And Software Ltd.,CYBERTECH,IT - Software,365.03,2,2023-03,0.86,351.07,2022-03,138.85,22.71,2,2023-06,16.99,0.93,2.2,0.01,18.11,23.29,"CYBERTECH,"
Danlaw Technologies India Ltd.,532329,IT - Software,362.79,2,2023-03,29.92,392.71,2022-03,121.58,4.16,1,2023-03,50.01,1.4,10.11,0.48,18.53,21.42,"532329,"
Goldstone Technologies Ltd.,531439,IT - Software,351.35,2,2023-03,5.98,340.9,2022-03,60.92,0.51,2,2023-03,755.88,16.46,4.99,0.06,0.91,1.76,"531439,"
Mindteck (India) Ltd.,517344,IT - Software,336.73,2,2023-03,0,236.39,2023-03,336.73,20.77,2,2023-03,16.21,0.34,1.77,0,11.43,14.74,"517344,"
Virinchi Ltd.,VIRINCHI,IT - Software,335.47,2,2023-03,193.75,529.22,2022-03,364.01,14.12,2,2023-06,17.56,,0.78,0.48,3.89,10.3,"VIRINCHI,"
Systango Technologies Ltd.,SYSTANGO,IT - Software,331.51,2,2023-03,,331.51,2022-03,32.69,6.76,1,2023-03,25.83,,22.6,0.01,48.83,57.46,"SYSTANGO,"
Eco Recycling Ltd.,530643,IT - Software,324.57,2,2023-03,1.41,325.98,2022-03,15.29,12.69,2,2023-06,40.98,0.35,8.27,0.29,39.71,32.93,"530643,"
Ceinsys Tech Ltd.,538734,IT - Software,308.09,2,2023-03,54.68,319.73,2022-03,202.89,9.52,2,2023-03,9.99,0.62,1.56,0.37,7.55,12.3,"538734,"
GSS Infotech Ltd.,GSS,IT - Software,307.4,2,2023-03,,301.38,2022-03,116.79,30.35,2,2023-03,20.78,1.04,1.5,0.06,19.84,18.22,"GSS,"
Veefin Solutions Ltd.,543931,IT - Software,296.09,2,2022-03,3.46,299.16,2022-03,6.55,0.7,1,2022-03,0,,2.98,0.37,7.57,6.85,"543931,"
Megasoft Ltd.,MEGASOFT,IT - Software,284.31,2,2023-03,145.8,421.12,2022-03,52.4,4.62,2,2023-03,32.59,,1.74,0.17,3.41,5,"MEGASOFT,"
Dev Information Technology Ltd.,DEVIT,IT - Software,283.85,2,2023-03,7.2,285.88,2022-03,99.82,-0.07,2,2023-03,31.58,,6.82,0.34,-0.26,6.74,"DEVIT,"
Inspirisys Solutions Ltd.,INSPIRISYS,IT - Software,282.82,2,2023-03,102.68,354.69,2023-03,390.35,-2.54,2,2023-03,0,,-33.78,-12.27,0,12.36,"INSPIRISYS,"
IZMO Ltd.,532341,IT - Software,261.53,2,2023-03,5.95,267.47,2022-03,132.43,16.04,2,2023-03,13.02,0.46,0.95,0.04,6.59,6.76,"532341,"
Airan Ltd.,AIRAN,IT - Software,258.79,2,2023-03,4.85,244.69,2022-03,87.28,10.03,2,2023-03,24.98,0.76,2.28,0.05,10.5,12.28,"AIRAN,"
Take Solutions Ltd.,TAKE,IT - Software,255.63,2,2023-03,33.26,277.71,2023-03,189.07,-46.95,2,2023-03,0,,2.38,0.31,-33.82,-19.83,"TAKE,"
CG-VAK Software & Exports Ltd.,531489,IT - Software,232.41,2,2023-03,0,218.74,2022-03,53.92,9.03,2,2023-03,19.52,0.31,4.35,0.06,24.87,33.51,"531489,"
All E Technologies Ltd.,ALLETEC,IT - Software,227.18,2,2023-03,0,227.18,2022-03,70.05,8.22,2,2023-03,11.99,0.19,2.26,0,19.92,27.67,"ALLETEC,"
Riddhi Corporate Services Ltd.,540590,BPO/ITeS,226.66,1,2023-03,8.19,234.85,2022-03,108.71,5.84,1,2023-03,26.92,1.45,4.41,0.17,18.81,31.7,"540590,"
Nettlinx Ltd.,511658,IT - Software,222.06,2,2023-03,10.69,231.09,2022-03,34.42,2.56,2,2023-06,142.07,40.58,4.05,0.39,7.72,9.5,"511658,"
GVP Infotech Ltd.,4THDIM,IT - Software,219.05,1,2023-03,,219.05,2022-03,1.53,39.27,1,2023-03,48.73,4.82,1.31,0,24.51,0.06,"4THDIM,"
MOS Utility Ltd.,MOS,Fintech,214.2,1,2023-03,7.8,220.65,2023-03,106.14,5.68,1,2023-03,37.71,,2.84,0.3,31.97,31.09,"MOS,"
ABM Knowledgeware Ltd.,531161,IT - Software,201.56,2,2023-03,0,185.55,2023-03,79.74,14.55,2,2023-03,15.24,,0.96,0,7.09,9.18,"531161,"
Intense Technologies Ltd.,INTENTECH,IT - Software,195.58,2,2023-03,0.26,195.84,2022-03,83,19.07,2,2023-06,12.63,0.29,1.7,0.01,22.36,27.62,"INTENTECH,"
Iris Business Services Ltd.,IRIS,BPO/ITeS,195.49,2,2023-03,5.46,191.69,2023-03,73.57,4.29,2,2023-03,45.82,1.98,6.29,0.18,14.71,17.59,"IRIS,"
Intrasoft Technologies Ltd.,ISFT,BPO/ITeS,190.48,2,2023-03,147.56,332.84,2022-03,421.66,12.82,2,2023-03,22.68,,1.07,0.68,8.01,6.04,"ISFT,"
Palred Technologies Ltd.,PALREDTEC,IT - Software,177.31,2,2023-03,54.91,183.8,2022-03,127.59,-1.66,2,2023-03,0,0,2.94,0.88,-5.11,2.95,"PALREDTEC,"
Smartlink Holdings Ltd.,SMARTLINK,IT - Networking,171.77,2,2023-03,33.67,191.41,2023-03,163.05,19.24,2,2023-03,8.91,1.09,0.93,0.18,11.04,12.09,"SMARTLINK,"
Alphalogic Techsys Ltd.,542770,BPO/ITeS,163.41,2,2023-03,7.11,170.53,2022-03,11.7,2.07,2,2023-03,47.96,,5.89,0.23,14.08,19.98,"542770,"
DRC Systems India Ltd.,DRCSYSTEMS,IT - Software,162.74,1,2023-03,,162.74,2022-03,19.5,0.7,1,2023-06,37.22,,5.13,2.37,11.62,9.3,"DRCSYSTEMS,"
MPS Infotecnics Ltd.,VISESHINFO,IT - Software,154.75,2,2023-03,20.32,140.11,2022-03,0.49,-4.12,2,2023-03,0,,0.36,0.05,-0.94,-0.92,"VISESHINFO,"
Compucom Software Ltd.,COMPUSOFT,IT - Education,154.53,2,2023-03,1.04,91.15,2022-03,29.65,12.72,2,2023-03,30.7,0.76,1.1,0.04,9.62,13.37,"COMPUSOFT,"
Securekloud Technologies Ltd.,SECURKLOUD,IT - Software,151.98,2,2023-03,106.19,258.17,2022-03,379.4,-97.92,2,2023-03,0,,2.25,2.42,-279.94,-55.33,"SECURKLOUD,"
SoftTech Engineers Ltd.,SOFTTECH,IT - Software,149.34,2,2023-03,40.04,189.39,2022-03,57.46,4.65,2,2023-03,37.35,,1.44,0.37,6.02,8.84,"SOFTTECH,"
Xelpmoc Design And Tech Ltd.,XELPMOC,IT - Software,131.5,2,2023-03,,129.69,2022-03,8.05,-12.83,2,2023-03,0,,1.96,0,-17.41,-17.22,"XELPMOC,"
Vedavaag Systems Ltd.,533056,IT - Software,120.33,2,2023-03,3.93,121.21,2022-03,95.46,8.3,2,2023-03,15.17,,0.94,0.04,7.09,9.15,"533056,"
Odyssey Technologies Ltd.,530175,IT - Software,120.2,1,2023-03,0,96.42,2023-03,24.19,4.37,1,2023-03,27.53,2.18,2.55,0,9.7,12.5,"530175,"
Fidel Softech Ltd.,FIDEL,IT - Software,117.57,1,2023-03,0,113.81,2023-03,33.37,5.39,1,2023-03,21.83,,3.63,0,22.78,29.78,"FIDEL,"
Cambridge Technology Enterprises Ltd.,CTE,IT - Software,116.96,2,2023-03,56.81,146.02,2022-03,112.24,9.8,2,2023-03,14.34,,1.18,0.39,12.52,11.98,"CTE,"
Sahana System Ltd.,SAHANA,IT - Software,115.95,1,2023-03,4.77,120.61,2023-03,24.14,6.4,1,2023-03,18.13,,2.66,0.44,83.52,75.39,"SAHANA,"
We Win Ltd.,WEWIN,BPO/ITeS,111.28,2,2023-03,8.08,119.37,2022-03,41.61,2.1,2,2023-03,46.37,,4.69,0.03,10.51,17.2,"WEWIN,"
TechNVision Ventures Ltd.,501421,IT - Software,109.31,2,2023-03,,109.31,2022-03,119.89,12.54,2,2023-03,501.42,2.75,-18.21,0,0,0,"501421,"
Ekansh Concepts Ltd.,531364,IT - Software,109.07,2,2022-09,28.68,135.77,2022-03,49.88,7.4,1,2022-12,14.21,0.31,3.08,1.3,25.73,22.11,"531364,"
Globesecure Technologies Ltd.,GSTL,IT - Software,106.75,1,2023-03,6.79,113.54,2022-03,26.37,1,1,2023-03,64.38,,5.34,0.84,11.56,13.53,"GSTL,"
